"","C001_FD2_ORC","C001_FD3_ORC","C001_L.3_ORC","C001_L.44_ORC","C001_L.92_ORC","C001_R.1_ORC","C001_R.45_ORC","C001_R.82_ORC","C002_FD2_ORC","C002_FD3_ORC","C002_L.3_ORC","C002_L.44_ORC","C002_L.92_ORC","C002_R.1_ORC","C002_R.45_ORC","C002_R.82_ORC","C003_FD2_ORC","C003_FD3_ORC","C003_L.3_ORC","C003_L.44_ORC","C003_L.92_ORC","C003_R.1_ORC","C003_R.45_ORC","C003_R.82_ORC","C004_FD2_ORC","C004_FD3_ORC","C004_L.3_ORC","C004_L.44_ORC","C004_L.92_ORC","C004_R.1_ORC","C004_R.45_ORC","C004_R.82_ORC"
"Acinetobacter sp. KCTC 92772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Acinetobacter sp. KS-LM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. LoGeW2-3",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1
"Acinetobacter sp. LUNF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. M131",0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. Marseille-Q1620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. MYb10",0,0,4,3,0,4,0,0,0,0,0,1,3,0,4,0,0,0,0,6,0,0,0,31,5,0,0,3,4,4,0,1
"Acinetobacter sp. NCu2D-2",0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
"Acinetobacter sp. NEB 394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. NEB149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. NyZ410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. PK01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. Res13-Abat-PEC07-P2-02",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. Res13-Abat-PEC12-P3-01",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. SCLZS86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. SH20PTE14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,4,4,0,0,0,0,0,0,0
"Acinetobacter sp. SWBY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Acinetobacter sp. TAC-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. TGL-Y2",0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,7,0,1,6,13,14,0,0,0,0,2,0,0,2
"Acinetobacter sp. Tol 5",0,11,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Acinetobacter sp. TR11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. TR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. TTH0-4",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Acinetobacter sp. WCHA45",0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
"Acinetobacter sp. WCHA55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,11
"Acinetobacter sp. WCHAc010034",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. WCHAc010052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,1,0
"Acinetobacter sp. WY4",0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4
"Acinetobacter sp. XS-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. YH12068_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. YH12138",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,1,0,0,0,0,7,0,0
"Acinetobacter sp. YH16040_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Acinetobacter sp. YH16056_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,1,0,0,0
"Acinetobacter sp. YT-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. YWS30-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Acinetobacter sp. Z1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Acinetobacter terrestris",0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6
"Acinetobacter tibetensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter towneri",35,20,6,44,7,41,4,7,4,10,16,6,1,40,6,9,10,17,12,71,13,31,59,11,68,12,12,142,4,26,13,48
"Acinetobacter ursingii",4,36,3,62,0,48,0,25,21,0,13,2,1,1,5,6,1,5,18,21,1,143,10,281,10,33,2,4,4,32,1,53
"Acinetobacter variabilis",1,11,0,0,0,4,1,0,0,1,0,1,4,4,0,0,2,4,8,0,1,14,2,5,3,2,0,2,4,0,0,0
"Acinetobacter venetianus",3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,45
"Acinetobacter virus Acj61",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter vivianii",0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"Acinetobacter wanghuae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0
"Acinetobacter wuhouensis",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Actibacterium sp. EMB200-NS6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actimicrobium sp. CCC2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinacidiphila bryophytorum",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0
"Actinacidiphila glaucinigra",1,58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Actinarchaeum halophilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoalloteichus hoggarensis",0,7,28,35,0,23,0,14,5,2,3,0,2,1,0,0,5,0,0,30,4,26,0,49,0,0,2,0,0,10,0,0
"Actinoalloteichus hymeniacidonis",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,11
"Actinobacillus arthritidis",3,12,0,0,0,0,0,0,5,0,0,2,1,0,0,2,0,0,10,0,0,0,2,1,0,0,0,0,0,1,0,0
"Actinobacillus delphinicola",5,0,8,19,0,0,0,2,0,0,4,1,0,5,0,2,0,10,6,0,8,25,9,0,2,6,0,0,4,0,3,8
"Actinobacillus equuli",2,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,0,2,2,6,0,0,0,0,0
"Actinobacillus genomosp. 1",10,90,43,247,4,141,15,44,21,9,7,8,2,1,4,22,42,6,88,50,11,257,58,315,14,24,4,13,1,19,0,60
"Actinobacillus genomosp. 2",2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Actinobacillus indolicus",1,84,6,26,0,27,5,23,31,3,6,5,2,2,4,24,2,42,13,77,3,214,2,32,3,53,1,1,4,12,0,109
"Actinobacillus lignieresii",2,27,0,1,0,7,0,1,15,0,0,0,0,1,0,0,0,0,0,0,1,38,3,1,0,5,2,3,0,0,0,1
"Actinobacillus pleuropneumoniae",5,11,6,27,3,31,1,7,22,3,3,2,1,0,2,8,2,17,5,0,2,86,60,22,8,4,0,8,0,3,0,48
"Actinobacillus porcitonsillarum",23,109,14,64,6,286,8,13,95,306,52,80,63,706,155,116,63,103,125,407,22,753,198,628,89,123,57,118,16,111,9,67
"Actinobacillus suis",2,10,2,0,0,56,0,0,11,0,6,0,0,6,2,0,9,7,0,0,1,12,16,0,0,2,0,3,1,0,0,2
"Actinocatenispora sera",0,0,0,1,0,19,0,1,8,0,1,0,0,1,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Actinocatenispora thailandica",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Actinomadura citrea",54,78,38,149,24,15,21,40,20,11,80,7,8,21,17,21,144,391,107,130,127,88,37,109,104,207,77,42,80,184,13,190
"Actinomadura graeca",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Actinomadura luteofluorescens",44,35,74,55,40,32,31,39,7,3,65,13,41,15,12,35,106,222,46,50,138,53,43,42,99,109,45,44,84,111,20,36
"Actinomadura madurae",46,274,175,290,24,478,28,62,106,13,81,4,16,43,15,64,3482,373,123,471,18,666,144,278,24,399,18,99,22,158,5,167
"Actinomadura verrucosospora",30,35,23,59,4,9,13,20,14,4,11,1,8,7,4,10,25,39,2,27,19,29,16,23,72,145,12,25,10,95,5,245
"Actinomarinicola tropica",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces capricornis",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces faecalis",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2
"Actinomyces gaoshouyii",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces howellii",6,1,0,2,6,5,4,3,3,0,15,3,0,0,1751,13767,31,68,15,39,29,17,0,11,20,43,11,4,4,43,0,6
"Actinomyces israelii",135,392,58,520,250,233,13,103,5,16,108,18,2,41,255,98,3,0,0,69,1,161,773,318,32,7,11,206,0,15,0,39
"Actinomyces lilanjuaniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
"Actinomyces marmotae",0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces massiliensis",0,0,0,0,0,0,0,2,0,3,4,2,0,4,4,1,4,10,2,0,0,0,0,15,0,13,0,0,1,0,0,9
"Actinomyces naeslundii",1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,46,5,0,0,0,0,2,0,0,0,0
"Actinomyces oris",0,0,0,0,0,0,0,0,7,0,4,0,0,1,0,0,0,1,4,0,0,0,1,0,0,4,0,0,0,0,0,0
"Actinomyces pacaensis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Actinomyces procaprae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
"Actinomyces qiguomingii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"Actinomyces radicidentis",3,0,7,0,0,17,0,10,0,5,7,0,0,1,1,3,7,1,0,0,0,0,0,0,1,0,0,1,3,0,0,5
"Actinomyces respiraculi",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces slackii",1,0,0,0,4,0,0,0,0,0,4,2,2,0,0,1,5,7,0,0,3,0,0,0,2,3,7,0,0,3,1,0
"Actinomyces trachealis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces urogenitalis",2,0,0,0,0,62,0,6,1,1,0,0,2,1,0,0,10,11,7,2,0,0,3,70,3,6,0,9,0,0,0,24
"Actinomyces viscosus",146,2407,670,3791,97,4600,79,135,902,209,280,151,121,157,112,66,654,199,1403,4926,122,7541,1294,1186,281,861,217,709,40,1181,39,191
"Actinomyces weissii",0,21,13,0,0,31,0,12,8,0,7,2,0,0,4,9,6,999,0,23,3,136,13,54,0,69,0,21,0,7,0,131
"Actinomyces wuliandei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0
"Actinoplanes derwentensis",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0
"Actinoplanes ianthinogenes",1,0,1,41,0,0,0,4,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,10
"Actinoplanes missouriensis",1659657,218156,2435288,740487,362762,76318,12159,964058,31971,81937,501415,91065,7383,547348,239528,69681,14818,18304,343976,605027,91151,252354,1456063,585100,15307,31928,211430,560341,11829,11533,10409,4946
"Actinoplanes oblitus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Actinoplanes sichuanensis",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoplanes teichomyceticus",16700,23718,34760,1368850,377031,46187,94542,954906,58263,964055,7599,109413,335264,1782257,81251,123073,92482,99625,296899,23820,55190,46383,424752,125491,45544,81757,13480,6304,1582043,342709,76900,6349
"Actinopolymorpha singaporensis",3,3,0,0,1,1,0,0,0,0,0,2,2,1,0,1,0,3,7,4,0,14,32,28,0,0,0,3,1,0,0,33
"Actinopolyspora erythraea",0,10,0,31,0,0,7,19,0,0,3,0,0,0,0,0,2,16,0,0,0,0,0,27,0,0,1,1,0,0,0,8
"Actinosynnema mirum",5,16,16,40,2,95,2,0,7,3,3,1,0,2,1,0,21,12,11,76,4,19,44,0,0,29,3,10,1,35,0,11614
"Actinosynnema pretiosum",8,51,13,27,1,14,6,5,22,6,10,2,11,13,3,5,22,2,40,16,8,77,8,29,9,11,15,10,5,46,3,18
"Actinotignum schaalii",1,23,0,39,2,124,4,7,6,1,3,0,2,6,1,0,22,17,13,52,3,60,32,17,4,16,3,2,1,19,0,7
"Actinotignum timonense",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"Actinotignum urinale",20,10,6,0,2,0,2,0,0,0,4,0,1,1,1,0,4,9,7,0,8,0,1,0,2,4,1,1,0,5,0,0
"Actomonas aquatica",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Acutalibacter muris",0,0,9,18,0,0,1,0,3,0,0,0,0,4,4,2,1,0,14,0,0,0,15,1,0,4,0,0,0,0,0,0
"Acuticoccus sp. I52.16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"Acuticoccus sp. MNP-M23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acyrthosiphon pisum virus",0,0,2,16,0,0,2,16,0,1,0,0,0,6,1,0,2,1,0,0,0,11,15,0,0,0,0,4,6,0,1,14
"Adhaeretor mobilis",0,0,0,59,1,0,3,0,8,0,0,0,2,0,0,3,31,40,7,75,1,55,7,0,0,0,2,0,2,0,0,83
"Adlercreutzia equolifaciens",0,0,0,0,1,0,1,0,5,1,1,0,0,1,0,0,24,35,3,19,1,7,9,0,0,0,1,0,4,10,0,0
"Adlercreutzia hattorii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Advenella alkanexedens",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Advenella kashmirensis",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Advenella mimigardefordensis",0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,23,0,0,0,0,0,4,0,0,0,4
"Advenella sp. S44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,38,0,0,0,0,1,0,0,0,1
"Aeoliella mucimassa",0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"Aequoribacter fuscus",0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,12
"Aequorivita sp. Ant34-E75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Aequorivita sp. H23M31",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,66,0,0,0,0,2,0,0,0,3,0,0,21
"Aeribacillus pallidus",13,49,28,142,31,97,28,14,56,7,20,11,25,10,3,14,30,20,50,155,31,144,64,53,18,99,32,12,17,39,27,76
"Aerococcus christensenii",74,126,150,132,39,158,36,53,57,36,50,60,366,50,148,16,68,31,45,26,34,183,78,66,205,90,65,124,195,202,132,62
"Aerococcus loyolae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aerococcus mictus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aerococcus sanguinicola",1,12,30,10,4,74,1,43,3,1,3,1,1,1,0,22,0,5,10,0,0,0,20,354,1,0,3,76,0,8,0,94
"Aerococcus tenax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Aerococcus urinae",84,87,69,68,163,103,9,77,47,81,38,25,2,658,118,245,35,9,18,125,6,220,585,124,195,86,110,1617,50,223,40,177
"Aerococcus urinaeequi",2,23,4,36,0,60,4,15,13,4,3,3,0,1,1,16,5,0,8,68,2,95,12,104,1,9,0,0,0,13,1,66
"Aerococcus urinaehominis",1,0,4,38,0,0,0,4,0,0,0,0,1,0,0,1,18,0,0,0,0,37,0,0,0,0,0,0,0,0,0,17
"Aerococcus viridans",45,86,32,100,19,86,5,25,0,31,21,11,1,24,21,139,0,0,0,0,0,0,129,0,3,0,0,22,0,0,0,8
"Aeromicrobium chenweiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium choanae",0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Aeromicrobium duanguangcaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium erythreum",12,0,8,20,5,36,0,1,6,0,0,4,3,12,0,0,0,6,6,0,1,1,11,3,2,9,3,0,3,4,0,7
"Aeromicrobium marinum",6,15,42,31,7,6,9,6,9,6,8,3,3,7,6,5,6,3,0,1,1,12,8,4,4,7,4,7,2,2,3,0
"Aeromicrobium senzhongii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Aeromicrobium wangtongii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,7,0,0,0,0
"Aeromicrobium yanjiei",0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Aeromonas allosaccharophila",176,2183,764,1922,98,3174,83,18,589,137,244,190,84,197,89,33,1419,906,987,2695,89,5496,858,97,189,774,231,372,105,731,59,64
"Aeromonas bestiarum",11,0,16,0,0,7,0,3,0,0,0,2,18,0,0,2,0,0,0,0,0,21,1,10,13,0,3,4,6,1,1,4
"Aeromonas caviae",154374,123075,52457,35524,28836,91397,20531,67660,6396,9934,82078,3354,1242,20182,17801,34735,11888,7260,6610,144072,2350,280266,148511,93663,37564,10701,41294,175762,15287,8847,14356,14983
"Aeromonas dhakensis",22,12,8,45,1,39,7,0,45,5,13,10,4,1,5,6,50,20,59,284,7,56,6,0,3,10,0,0,4,0,0,203
"Aeromonas encheleia",2,0,13,86,0,21,0,0,0,2,5,0,0,2,2,0,4,209,8,1,5,1,0,17,1,14,1,10,10,7,0,1
"Aeromonas enteropelogenes",12,215,172,413,9,659,13,117,82,27,47,17,10,19,19,46,110,40,196,1041,17,1051,121,780,29,138,20,126,14,116,1,195
"Aeromonas hydrophila",13,21,28,1,19,5,15,3,7,9,15,13,27,9,0,10,14,14,36,1,31,4,1,23,8,16,60,2,11,1,18,4
"Aeromonas jandaei",13000,21241,3028,2417,3969,7431,9084,1416,5492,2719,37940,10410,236,5093,5131,5009,20886,31671,19339,3260,5584,8784,24742,9439,13198,15355,31917,19805,7545,16111,10512,12100
"Aeromonas media",5943,8564,2588,2250,1374,5207,1320,1709,2518,532,1464,928,1377,694,353,1895,2797,5246,2386,4980,997,13122,4877,2158,1135,5156,1992,1076,671,1257,1318,1015
"Aeromonas popoffii",380,657,480,142,511,177,757,147,162,153,444,277,457,325,124,278,614,772,497,336,919,599,235,303,402,893,761,349,311,291,644,224
"Aeromonas rivipollensis",0,1,34,0,0,0,0,0,14,0,2,7,5,1,2,0,0,3,0,0,0,20,67,0,0,8,0,0,0,15,0,65
"Aeromonas rivuli",0,0,16,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,37,0,0,0,0,0,0,0,4,0,0
"Aeromonas salmonicida",5,0,3,0,7,0,7,0,0,0,5,3,4,3,1,1,3,0,7,1,3,0,2,0,2,1,14,5,5,0,9,4
"Aeromonas schubertii",3415,5306,4130,1086,4225,1837,9349,978,2767,1509,4751,3567,11847,3159,1187,1431,4230,4297,4038,2393,3421,3190,4296,1496,2528,7235,7268,2584,2372,1229,5755,1487
"Aeromonas simiae",1,1,10,2,0,68,1,2,5,0,1,2,0,6,3,3,0,4,0,0,2,3,2,9,0,2,3,2,1,0,0,0
"Aeromonas sobria",1168357,1734242,151745,82171,269474,124996,827215,31507,662472,344504,805480,2027721,135208,1079126,882176,1640862,1854640,1847937,1115692,199066,375531,192352,313439,246457,1002738,1111736,2245569,866890,560699,196139,485452,739647
"Aeromonas sp. 1805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Aeromonas sp. 2692-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas sp. ARM81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas sp. ASNIH1",0,0,0,0,1,0,1,2,6,0,3,0,0,0,0,0,4,0,9,0,0,0,8,20,0,0,1,0,0,0,0,16
"Aeromonas sp. ASNIH2",0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5
"Aeromonas sp. ASNIH3",0,0,4,16,1,0,0,8,7,2,2,3,0,0,0,0,3,3,0,77,0,0,13,22,0,6,0,1,0,0,1,17
"Aeromonas sp. ASNIH4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Aeromonas sp. ASNIH5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas sp. ASNIH7",0,0,0,0,0,45,0,1,0,0,2,0,0,0,0,0,3,3,9,0,0,0,0,31,0,0,0,0,0,7,0,2
"Aeromonas sp. BC14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas sp. CA23",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
"Aeromonas sp. CD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas sp. CU5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"Aeromonas sp. FDAARGOS 1402",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Aeromonas sp. FDAARGOS 1403",0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
