"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ERR589505","ERR589506","ERR589509","ERR589529","ERR589538","ERR589555","ERR589571","ERR589575","ERR589579","ERR589593","ERR589736","ERR589737","ERR589766","ERR589767","ERR589788","ERR589789","ERR589813","ERR589837","ERR589839","ERR589849","ERR589851","ERR589852","ERR589853","ERR589856","ERR589857","ERR589859","ERR589868","ERR589442","ERR589443","ERR589485","ERR589501","ERR589511","ERR589530","ERR589532","ERR589537","ERR589544","ERR589561","ERR589563","ERR589565","ERR589572","ERR589576","ERR589581","ERR589747","ERR589748","ERR589764","ERR589769","ERR589771","ERR589772","ERR589775","ERR589833","ERR589858","logFC"
"1366","Azospirillum brasilense",4.73860955992643,-0.258924409646809,0.53714882314662,-0.482034770419916,0.629781246219338,0.821679895291744,17,1,0,0,0,12,2,21,4,0,12,3,3,1,3,1,22,4,7,0,7,8,10,1,0,47,1,0,6,2,8,41,1,0,0,2,3,1,4,4,4,8,1,26,7,4,1,2,1,0,0,-0.0779440139132779
"1370","Azospirillum ramasamyi",3.75374779199877,-0.570915482359802,0.651674849454752,-0.876074138563856,0.38098973085446,0.644741798389383,13,0,1,0,0,12,1,0,12,1,17,1,18,2,1,0,2,2,3,1,0,45,8,0,1,13,0,0,4,0,5,19,0,1,0,0,0,0,0,0,2,26,1,67,5,7,20,1,3,0,8,-0.171862685179271
"1372","Azospirillum sp. B510",10.0779259493281,-0.130421150800955,0.566039820076598,-0.230409851348101,0.817773306806287,0.919770543139856,7,1,2,8,1,5,1,6,7,1,15,3,7,0,148,1,20,5,21,0,1,44,10,1,4,17,0,0,14,6,10,43,1,16,0,7,1,0,1,5,10,47,0,13,46,33,41,3,8,0,11,-0.0392606784601029
"1375","Azospirillum sp. TSH58",2.42058415403319,0.322869560698144,0.685045846868935,0.471310879664257,0.637418747458425,0.827180336000432,0,1,3,0,3,4,21,0,2,0,6,8,0,9,1,0,1,1,2,0,4,4,0,5,0,0,0,1,4,1,4,2,0,0,0,0,0,3,0,16,0,1,3,1,0,9,0,2,3,0,1,0.0971934224569938
"1376","Azospirillum thermophilum",3.17848459302956,-0.625098546770984,0.461211914568756,-1.35533911207707,0.175309539118386,0.436768664884344,2,1,0,2,1,2,3,2,0,1,20,3,5,2,4,3,13,2,2,0,2,3,13,0,0,13,0,0,7,0,3,10,0,1,0,3,1,1,6,2,1,7,7,9,9,11,9,0,2,0,4,-0.18817341282403
"1377","Azospirillum thiophilum",2.09416363061917,-0.57923832483962,0.460044609186943,-1.25909164735858,0.207997231033748,0.480135863682488,9,0,0,1,21,0,1,3,1,40,5,2,2,4,0,1,4,0,8,0,1,6,0,0,1,5,0,0,1,1,2,9,0,1,1,4,3,0,0,4,3,6,3,15,3,3,5,2,4,0,1,-0.174368110414883
"1378","Azotobacter chroococcum",2.94590714233074,-0.307337611585719,0.599021708913704,-0.513065898968937,0.60790522451458,0.807634908055896,0,0,3,1,9,0,1,0,1,0,26,11,7,0,0,0,0,11,12,1,5,18,1,2,1,3,0,1,2,4,8,2,0,0,0,1,1,1,0,3,7,4,2,5,1,16,0,0,15,0,24,-0.0925178398830272
"1380","Azotobacter group><wbr>Azotobacter",2.38830789895596,-0.369791410658749,0.512942498730052,-0.720921763305403,0.470957651933186,0.712211556402946,1,1,1,1,15,0,1,9,1,0,14,3,6,1,11,1,5,3,4,0,0,2,1,0,0,3,1,1,6,1,0,5,0,0,0,4,0,0,0,1,6,2,6,15,4,17,12,0,5,0,5,-0.111318306747181
"1383","Bacillaceae",1855.04318480528,0.206616844626112,0.126489389634891,1.63347174986382,0.102369817515048,0.327200464425778,2579,808,1148,802,3925,2551,1217,1849,1255,3791,4717,1431,2790,2917,1762,2478,6198,1623,4503,1918,1755,5015,3051,2081,2863,4563,582,2723,2516,1761,1035,3548,143,631,2592,2316,249,219,236,3250,2047,2471,1326,3220,3666,3106,2251,2957,3215,35,2791,0.0621978678419041
"1384","Bacillales",4695.16250282576,0.00448697241535043,0.101967298198966,0.0440040335931538,0.964901188641331,0.985985166881337,7544,1815,2906,1957,9693,6520,3016,5463,3593,9316,11723,4342,7529,6820,5143,6622,11830,3142,11010,3625,4021,12783,7394,4873,6865,11890,750,6392,7324,4677,3248,9775,437,2121,7352,5546,644,618,743,8390,5700,6699,3678,9354,7535,8899,7071,7198,8939,101,7782,0.00135071328673734
"1385","Bacillales Family X. Incertae Sedis><wbr>...><wbr>Hydrogenibacillus sp. N12",9.78515807805374,-0.187143787118878,0.292186078212035,-0.64049522230512,0.521850694246796,0.751617364881589,21,0,0,1,10,9,8,26,12,25,25,11,17,0,15,11,17,12,30,9,2,47,25,13,13,14,1,3,22,5,7,30,2,3,5,9,1,2,0,44,15,16,28,15,16,28,22,9,10,0,14,-0.056335893424937
"1386","Bacillales Family XII. Incertae Sedis><wbr>Exiguobacterium",35.6221346812772,-0.65470874331871,0.328205061801185,-1.9948161058994,0.0460629401020267,0.218279042769739,62,5,21,7,64,65,36,40,15,12,51,12,82,2,74,30,31,12,53,15,39,51,124,20,4,37,13,15,8,21,41,91,2,44,66,154,1,4,18,16,42,68,16,62,35,56,34,62,234,1,70,-0.197086970162402
"1388","Bacilli",4686.33402476548,0.110741202583971,0.149514029439834,0.740674323331876,0.458890931484747,0.702578822164575,5880,1568,2254,2420,10152,5320,2797,4705,3354,7861,10461,4081,6258,6233,6066,16825,13610,2544,10102,3777,3215,12150,9213,4420,6179,12891,1042,5372,5439,3925,2469,9823,530,2020,12038,6799,659,433,800,6294,4759,6127,4801,9169,7738,7342,6251,5714,10389,73,7484,0.0333364237336769
"1389","Bacillota",164622.738272133,-0.116568217538599,0.113383847314014,-1.02808486658391,0.303909908648704,0.579732242600177,204287,68968,99996,45289,335339,210982,101901,210149,119499,266802,446635,151136,243527,267516,182476,196369,374715,207144,432931,179025,120798,470636,197055,208974,165220,323593,18846,174221,243181,171327,117572,248934,21245,63432,242318,280746,25984,22125,76422,468762,207176,299904,139217,351921,245306,327846,219087,214720,217445,2423,209694,-0.0350905300202025
"1390","Bacillota incertae sedis><wbr>...><wbr>Caldicellulosiruptor",85.8600322327284,0.158726748138437,0.269538032001936,0.588884421836606,0.555938808591453,0.77844057416453,174,55,68,53,217,126,80,45,25,149,230,69,101,88,132,88,326,17,321,38,57,332,145,31,223,253,2,52,71,56,35,339,1,34,66,202,16,7,2,150,60,99,103,235,277,93,104,93,117,2,161,0.0477815123038715
"1391","Bacillota sensu stricto incertae sedis><wbr>Ndongobacter><wbr>Ndongobacter massiliensis",67.8256679332518,-0.6650413622515,0.429932079438692,-1.54685215190213,0.121898901164845,0.3624145425399,22,32,67,45,27,20,19,31,10,3,259,89,29,47,34,62,771,132,33,3,9,34,101,8,2,65,5,118,127,14,15,270,8,39,214,302,3,8,49,54,169,87,19,134,19,183,146,84,167,0,69,-0.200197398394937
"1392","Bacillus",406.609431010184,0.155448117386758,0.192135045283307,0.80905655268432,0.418482617730309,0.671452373241064,567,205,236,148,862,436,378,643,248,1404,703,273,627,1389,358,432,852,291,897,211,238,875,426,659,630,577,133,842,788,378,215,812,29,219,392,570,34,67,28,651,513,422,349,533,689,943,627,467,595,4,541,0.0467945461029098
"1395","Bacillus altitudinis complex><wbr>Bacillus altitudinis",2.95903850899944,-0.132891495460209,0.395502482689064,-0.336006728849501,0.736865792299,0.879246612117067,8,0,2,5,4,1,1,8,1,4,2,7,0,10,0,5,4,1,9,2,1,5,4,2,6,2,0,5,4,2,4,4,1,0,1,2,1,0,1,5,1,2,3,2,24,5,5,1,6,0,2,-0.0400043263021666
"1396","Bacillus amyloliquefaciens",4.71208784115248,0.0828024574575739,0.376706010292716,0.219806573813975,0.826021799675654,0.922936701653454,27,2,3,1,4,5,2,9,3,25,16,3,3,3,1,4,5,3,11,5,2,18,12,13,7,6,0,5,3,2,1,4,0,2,5,9,0,1,1,9,2,11,20,4,4,6,32,2,0,0,6,0.0249260234094205
"1398","Bacillus amyloliquefaciens group",5.15376570443431,0.944081591294973,0.547787563827426,1.72344473229479,0.0848081315216417,0.295034212127122,3,1,1,0,5,15,3,14,4,27,10,0,14,2,1,29,2,3,22,3,2,5,4,2,69,1,0,12,2,4,3,0,0,2,4,0,0,1,0,4,2,3,26,2,7,6,7,1,0,0,1,0.28419687733397
"1403","Bacillus anthracis",2.66044916516571,0.128904542947827,0.330757960868264,0.389724687531158,0.696740139138329,0.855618398399148,4,0,2,2,3,0,0,2,2,4,5,2,8,6,0,2,5,2,10,4,3,12,6,3,5,5,0,2,6,2,2,5,1,3,4,1,0,0,3,4,3,1,0,2,3,3,5,3,3,0,3,0.0388041340046519
"1411","Bacillus aquiflavi",7.81493687857532,-0.414072900426748,0.683999128932565,-0.605370508399538,0.54493284200786,0.771349701470524,2,1,0,0,7,7,0,3,69,0,100,4,13,0,0,1,8,0,1,1,28,2,8,4,4,2,0,72,3,12,8,56,0,0,1,4,0,0,1,12,3,42,0,1,7,6,7,1,6,0,18,-0.124648363420036
"1412","Bacillus arachidis",2.65132782518737,-0.578779130964096,0.801267046050034,-0.722329882175081,0.470091685063273,0.711471972125418,1,3,1,2,0,0,0,0,0,0,2,2,10,2,0,1,2,15,4,0,2,2,16,0,0,1,0,1,3,1,0,2,0,18,0,1,2,0,0,1,0,0,0,1,2,0,4,0,6,0,0,-0.174229879284525
"1413","Bacillus atrophaeus",11.6360717185414,0.378533641955089,0.339734800087005,1.11420331934835,0.265191971744299,0.547457495913221,29,3,1,12,10,22,10,17,8,96,14,1,13,7,5,13,24,14,23,5,7,24,17,33,6,6,4,14,6,10,7,9,2,1,5,1,3,2,2,27,14,19,20,29,26,14,10,7,29,0,9,0.113949980596411
"1416","Bacillus badius",7.89665689389859,-0.685973471317049,0.492948575016198,-1.39157207482445,0.164052019994282,0.421933584271007,11,6,2,0,9,2,1,11,3,8,26,14,16,0,0,1,4,2,28,0,3,12,3,2,0,67,4,1,3,11,0,9,0,0,2,5,2,4,0,8,33,30,40,25,4,4,12,2,19,1,22,-0.206498591096177
"1420","Bacillus carboniphilus",2.19294269312444,0.726765676479685,0.484125823294138,1.50119171816647,0.133305981412907,0.379895093188832,1,4,0,3,3,3,3,1,1,4,4,0,5,1,1,7,3,1,12,0,1,13,31,2,1,5,0,3,1,1,0,1,0,0,13,1,0,0,0,3,0,5,1,4,5,4,4,1,0,0,2,0.21877826843941
"1421","Bacillus cereus",11.0653472485265,-0.224622923734311,0.362770589761044,-0.619187249667259,0.535793010465983,0.762477797284248,40,3,1,2,10,9,1,20,2,19,15,2,35,47,3,25,5,9,72,6,13,16,32,8,8,5,1,7,22,9,9,42,1,7,3,10,3,1,12,20,5,5,12,6,53,46,13,3,10,0,7,-0.0676182377577703
"1440","Bacillus cereus group",30.1635230335638,0.345615694740825,0.344450138256488,1.00338381772827,0.315675708821544,0.59277817724274,51,8,20,4,51,40,7,25,20,34,316,9,89,139,16,42,47,47,113,10,47,48,76,55,34,96,0,54,55,7,11,35,2,19,76,16,11,1,0,22,4,47,26,13,21,42,52,8,33,0,169,0.104040691089235
"1443","Bacillus cytotoxicus",3.53890867344221,1.12680713847033,0.536264812335319,2.10121401320987,0.0356221838340712,0.195314669760948,15,1,1,5,3,3,8,5,0,17,4,0,3,3,1,6,23,2,12,1,2,5,65,2,2,1,0,3,2,3,2,6,0,0,0,0,0,0,0,4,4,20,10,0,0,2,1,2,3,0,2,0.339202748007867
"1446","Bacillus glycinifermentans",5.39956607128499,-0.0622909110345071,0.52317680027558,-0.119062831153246,0.905225577666912,0.958668478881683,2,18,1,11,3,1,0,6,2,3,10,5,3,0,0,5,3,4,14,4,1,14,6,2,1,18,0,0,3,2,5,1,1,0,3,2,1,2,2,8,3,11,5,10,12,4,4,0,2,0,53,-0.0187514326786231
"1447","Bacillus gobiensis",4.61544669190745,-0.0517888667963745,0.384543028528389,-0.134676389777669,0.892867741323441,0.95455108815949,5,3,1,0,22,1,10,4,5,2,12,3,4,9,2,2,7,1,15,9,4,45,5,1,3,14,0,4,23,4,6,2,1,1,19,6,1,1,2,16,1,5,0,7,8,1,9,3,3,0,2,-0.0155900023471551
"1448","Bacillus halotolerans",2.00920643930763,-0.101465921601677,0.662193824186496,-0.153226922232819,0.878219327488943,0.946430652701493,1,0,0,0,0,0,0,6,1,4,1,12,1,0,10,0,2,2,9,0,0,21,0,0,3,4,1,1,1,0,2,1,0,1,10,0,3,0,0,1,0,9,1,13,6,5,0,2,0,0,0,-0.0305442859397946
"1450","Bacillus inaquosorum",3.14455472894388,-1.18833433980724,0.703037985296268,-1.69028468540923,0.0909735035552711,0.306538451528792,0,1,1,0,0,56,0,14,0,0,4,2,2,0,0,11,18,0,1,0,0,8,2,4,4,7,0,4,12,1,17,1,0,0,0,0,0,0,14,1,2,1,1,2,11,6,2,1,1,0,0,-0.357724281159534
"1451","Bacillus infantis><wbr>Bacillus infantis NRRL B-14911",13.5803272168269,0.737663052352942,0.396022152195413,1.86268128755825,0.0625071201179496,0.251555453552461,10,2,2,1,15,14,5,38,14,140,57,13,19,18,9,25,16,40,59,7,8,48,6,73,3,11,1,4,7,16,11,43,0,1,6,0,0,3,4,3,16,14,17,60,9,20,24,7,10,0,16,0.222058705451285
"1452","Bacillus licheniformis",2.0886189701109,1.6987419986139,0.689960266260311,2.46208670511034,0.0138131269362688,0.123486873907944,1,0,0,0,2,1,0,0,1,1,13,3,2,0,8,0,2,23,0,0,1,70,1,3,1,27,0,0,0,0,3,0,0,0,2,1,0,0,0,1,1,7,1,2,1,2,2,1,4,0,0,0.511372296476965
"1454","Bacillus methanolicus",3.66784540470812,-0.224526818967046,0.437012099269581,-0.513777122744011,0.607407824320732,0.80720441739606,5,0,5,0,2,4,3,2,0,5,11,13,8,13,1,2,16,2,8,1,7,3,7,4,2,15,0,0,2,10,2,40,0,2,0,4,3,0,0,10,1,3,1,7,5,6,2,2,3,0,7,-0.0675893073400973
"1458","Bacillus mycoides",17.4425407588369,1.54093239445175,0.464280227286327,3.31897053522686,0.000903499622510236,0.0284609078736464,11,1,1,2,23,5,31,63,11,15,65,3,15,7,9,259,9,8,46,0,17,44,52,6,38,82,23,9,8,10,2,7,1,0,7,17,1,1,1,14,8,4,8,4,13,10,11,8,97,0,11,0.463866872020297
"1462","Bacillus paralicheniformis",44.7197255662806,-0.698459661363885,0.351378612558422,-1.987769421361,0.0468371970976002,0.220045612649964,44,3,14,13,128,73,4,24,106,38,48,9,27,25,100,42,39,54,106,4,18,108,27,27,147,42,0,30,346,101,38,45,2,26,108,65,1,14,3,251,43,36,51,30,63,205,55,38,31,1,56,-0.210257308831836
"1470","Bacillus pseudomycoides",22.5416639136274,0.458913731449401,0.46535955792945,0.9861487179747,0.324060139891312,0.597611161659312,37,6,30,5,112,31,50,26,5,52,70,11,112,84,8,15,138,35,6,4,12,3,23,2,4,51,6,70,5,32,1,15,0,4,65,16,1,2,0,22,85,1,0,6,5,18,6,76,57,1,14,0.138146798588355
"1472","Bacillus pumilus",3.9599677133644,-0.342242381613257,0.426878325276376,-0.801732862383391,0.422707502069563,0.672867411329189,5,0,0,1,6,0,3,3,4,14,17,1,8,6,1,2,9,2,11,14,3,12,6,1,3,7,1,7,1,3,0,12,0,2,31,7,1,0,0,12,1,4,2,11,5,37,5,0,2,0,3,-0.103025222653069
"1475","Bacillus safensis",2.11475915886015,0.467302582796788,0.531484538011682,0.879240221258358,0.379271040516528,0.643779662154501,0,0,1,1,1,1,1,3,5,24,2,1,2,1,0,0,2,5,2,1,0,5,15,8,1,14,0,5,0,5,0,6,0,0,1,1,0,1,0,4,0,5,3,2,7,3,2,1,0,0,2,0.140672094473084
"1479","Bacillus smithii",17.4425405976365,-1.00188325094429,0.453882018783827,-2.20736493071224,0.0272885743699422,0.170182727391814,48,4,21,0,57,16,2,3,11,11,2,9,81,1,7,13,12,28,53,0,19,31,13,3,6,2,2,3,3,39,25,13,5,11,123,131,5,1,0,84,15,56,3,38,11,15,7,55,33,0,3,-0.301596910687576
"1497","Bacillus sp. Cs-700",2.9091671909659,0.641943141778281,0.516143523630763,1.24372991694751,0.213598981422215,0.484229676174533,12,0,10,0,4,3,2,12,1,0,2,16,7,0,0,7,5,5,9,1,7,31,1,1,1,6,0,9,0,3,0,2,0,2,0,3,0,0,0,2,3,7,2,0,1,3,3,7,2,0,11,0.193244141186038
"1498","Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038",3.46775737590514,0.337215836339553,0.630549647120671,0.534796645877781,0.592790482660006,0.800283374647458,1,0,0,1,7,3,2,2,0,1,6,7,54,0,5,0,13,2,7,0,3,11,13,0,0,46,1,0,1,5,1,3,0,1,0,28,0,0,0,9,1,8,2,25,2,4,0,1,0,0,3,0.101512081751122
"1505","Bacillus sp. FJAT-18017",10.4301258457284,-0.380591420038861,0.471774448131516,-0.806723258426162,0.419825941049496,0.671452373241064,5,1,3,4,3,6,6,10,1,20,8,3,81,14,25,13,34,1,12,3,21,12,4,6,13,9,0,1,2,0,8,5,11,5,2,2,1,0,12,26,3,2,22,10,10,47,27,6,2,0,27,-0.114569433524047
"1507","Bacillus sp. FJAT-42376",5.99852082149386,0.182682442305177,0.437027667553901,0.418011160088957,0.675938957681831,0.845523809008775,12,1,4,0,4,16,11,13,1,16,25,1,11,2,3,5,3,6,49,0,6,11,28,12,7,9,1,1,3,8,1,15,3,1,51,2,0,1,1,9,16,23,2,2,1,4,6,0,1,0,3,0.054992894815013
"1508","Bacillus sp. FJAT-52991",7.0014154376924,-0.887823692041441,0.609096766409598,-1.45760696986595,0.144948907396261,0.397682402772944,20,1,6,0,1,2,0,6,1,18,2,0,6,2,26,2,22,3,0,9,15,17,20,3,2,4,0,13,1,0,0,73,0,0,30,7,1,0,0,2,0,5,55,3,2,5,2,5,45,0,35,-0.267261562165615
"1562","Bacillus sp. KH172YL63",2.70373293173776,0.841483324404963,0.380943288683482,2.20894644794264,0.0271783659593693,0.169775816636033,7,1,2,0,7,2,3,1,5,12,6,8,4,7,4,2,5,2,10,0,7,16,3,9,6,2,1,4,4,1,1,1,0,1,7,0,0,0,0,9,0,4,1,7,1,4,1,1,1,0,7,0.253311721496939
"1572","Bacillus sp. N1-1",5.16737915219713,-1.5134285996927,0.527253048413682,-2.87040274920376,0.00409949278098982,0.0618434186196415,1,7,0,2,3,1,2,6,4,3,2,1,5,1,1,2,19,3,13,0,4,6,9,2,1,0,0,48,50,1,0,2,0,1,1,1,0,1,2,11,4,8,32,17,4,1,3,2,6,0,8,-0.455587404803238
"1575","Bacillus sp. NEB1478",4.52738230979533,0.253961306288269,0.366079248714545,0.693733138876436,0.48784957970607,0.725086464805677,8,1,2,0,9,10,8,11,1,7,18,5,7,1,3,15,3,8,26,4,4,45,14,3,2,4,0,0,3,7,3,2,0,0,18,5,0,1,0,10,7,8,2,6,12,17,2,23,5,0,2,0.0764499709307765
"1578","Bacillus sp. OxB-1",3.54444342694617,0.323899716964063,0.510722237562887,0.634199361495748,0.525950724221163,0.756197878922471,4,1,1,1,11,6,10,10,4,8,3,3,10,0,2,0,5,10,2,1,6,8,43,1,0,1,0,0,4,2,3,3,0,0,18,0,0,1,0,7,4,8,0,8,0,10,0,16,6,0,8,0.0975035303932565
"1587","Bacillus sp. S3",9.14716560321368,-0.370527158138546,0.436755257511021,-0.848363360867377,0.396235640934028,0.656465751310415,2,0,1,2,11,5,4,8,1,8,34,1,33,3,20,28,17,11,8,1,5,25,15,7,2,53,5,3,5,6,2,21,1,0,10,5,1,0,17,11,0,4,11,16,14,6,44,6,54,0,13,-0.111539788807834
"1591","Bacillus sp. T3",9.70275811601451,-0.209732364333865,0.659815420196498,-0.317865205804685,0.750587186543054,0.884006037036456,2,0,4,2,1,39,0,1,0,69,8,0,2,53,4,2,7,34,5,0,2,77,5,2,0,12,0,0,21,11,14,1,0,2,1,0,0,1,26,11,2,2,7,12,6,18,1,21,3,1,1,-0.0631357327260198
"1593","Bacillus sp. Y1",5.73536858526175,0.359622175555959,0.415288178379011,0.865958132879361,0.386513121696838,0.648645279676919,28,5,0,0,6,8,3,2,4,5,9,12,2,27,12,11,36,2,3,4,5,10,38,11,4,16,0,18,1,2,4,1,0,3,1,4,1,0,0,17,1,6,17,14,7,6,2,4,6,0,22,0.108257061948282
"1604","Bacillus subtilis group",9.97666774122312,-0.57284015815127,0.463383373536283,-1.23621215362061,0.216379714229669,0.487397776390392,15,1,6,0,11,7,3,20,0,36,15,6,5,9,0,5,141,4,7,9,6,17,11,12,1,3,1,5,120,4,10,7,0,6,40,2,1,2,1,12,4,3,25,9,37,37,5,4,38,0,3,-0.172442070324431
"1610","Bacillus swezeyi",4.45887968218295,0.186144670760884,0.538778382852596,0.345493948319398,0.729723059059327,0.874356048175774,2,7,4,0,315,0,1,4,4,1,1,0,8,60,1,2,2,4,11,12,1,27,5,7,2,2,0,17,27,1,3,7,0,0,2,3,0,2,0,18,5,9,1,3,6,4,0,3,1,0,1,0.056035129432022
"1612","Bacillus thuringiensis",5.55835915037759,0.399167146871121,0.373839325897488,1.06775055276175,0.285633048256995,0.564321865743989,32,0,1,1,64,2,3,7,2,8,10,2,8,30,4,9,7,9,20,0,4,12,3,10,1,10,2,2,3,5,1,8,0,1,11,5,1,2,0,6,8,22,7,6,8,4,6,3,22,0,8,0.120161284491817
"1639","Bacillus vallismortis",14.5556340170545,0.551714953474196,0.461377039394193,1.19580062804733,0.231774370790064,0.507025707808154,25,0,27,2,47,26,56,37,11,23,5,3,39,3,4,33,15,13,31,53,10,44,19,1,0,3,2,7,2,7,1,6,3,0,23,3,1,2,1,7,37,17,1,14,2,19,33,79,12,1,23,0.166082750052091
"1640","Bacillus velezensis",24.8066627021604,-0.27044983883792,0.431460328207297,-0.626824347818095,0.530774381632783,0.760473431482579,32,10,3,9,144,12,7,6,7,51,81,5,12,5,110,9,18,7,27,4,8,94,55,25,39,125,1,18,41,8,3,20,22,8,8,10,0,0,3,14,5,48,5,97,16,192,138,5,42,1,24,-0.0814135138127036
"1646","Bacillus weihaiensis",8.39560005434955,0.0622341380713016,0.57956363445132,0.107381026641224,0.914486706014282,0.962894967079712,3,11,2,4,0,1,7,3,1,49,11,1,5,87,0,3,15,5,1,8,6,55,3,9,9,4,0,58,52,4,1,15,0,1,2,0,1,0,1,7,4,1,2,3,18,1,37,10,4,0,1,0.0187343423137555
"1647","Bacillus wiedmannii",2.08727716175537,-0.08188791020571,0.711089615808609,-0.115158354706941,0.908319607137021,0.959492628653285,0,1,1,1,16,12,6,1,3,2,0,0,0,1,0,0,12,5,4,0,1,4,2,3,2,0,0,0,0,1,31,1,0,1,8,0,0,0,0,3,0,2,1,0,5,0,0,0,2,0,3,-0.0246507172541574
"1650","Bacteria",252820.904883796,-0.0749327677830894,0.148693292759081,-0.503941814675517,0.614302265467886,0.811556795809609,282770,71214,174295,51583,377165,233957,207325,407635,286215,269276,537381,246337,254468,280996,271060,255721,496947,363570,424837,297140,194590,611307,433292,521343,358543,646079,64668,201583,375467,246896,272242,422165,22714,89872,252287,336077,35059,50553,196496,328393,287777,443924,219689,468652,353997,526181,433995,264471,326468,4034,329576,-0.0225570107608335
"1652","Bacterioplanes><wbr>Bacterioplanes sanyensis",3.6225665330442,0.104468131140336,0.45498391926381,0.229608403104381,0.81839607658779,0.919873257835097,3,0,2,1,1,1,5,6,5,18,22,6,4,3,1,1,1,3,24,1,10,7,6,2,1,11,1,0,5,7,3,3,0,0,2,1,2,1,0,0,10,18,10,2,0,12,18,0,2,0,3,0.0314480410641996
"1653","Bacterioplanoides><wbr>unclassified Bacterioplanoides><wbr>Bacterioplanoides sp. SCSIO 12839",2.14533874962856,0.0440473833827913,0.57387852855214,0.0767538445704182,0.938819369063409,0.975367790184195,5,0,0,0,0,14,3,1,7,2,0,6,4,0,0,0,0,0,6,0,4,3,3,1,1,2,2,0,0,7,2,0,1,0,2,2,2,1,0,2,4,1,1,3,5,4,0,4,2,0,0,0.0132595836287314
"1656","Bacteriovorax><wbr>Bacteriovorax stolpii",3.98233143037834,1.20607404884813,0.407841602014377,2.957211924657,0.00310434674464639,0.0544973042396464,12,0,3,1,13,5,4,11,3,8,8,5,13,0,0,10,2,1,32,0,18,40,13,6,6,27,0,3,2,8,0,2,1,1,8,2,0,0,0,5,0,5,1,2,8,2,3,2,3,0,8,0.363064465695193
"1657","Bacteroidaceae",157130.471068688,0.624467468917838,0.402711786052234,1.55065605364935,0.120984131364143,0.361267990326465,327641,215090,277003,17176,68098,73890,347857,72516,400745,402691,38778,359068,40157,195550,47976,161824,58598,52581,140013,287897,352403,81341,305124,357969,321833,128849,35617,134918,137953,445518,204518,10066,1783,3634,92404,95313,28288,118517,5899,54195,233565,138263,58308,84573,209411,146241,83719,234847,51961,1397,89024,0.187983439460634
"1658","Bacteroidales",672739.110905407,0.773570070092062,0.325736991810444,2.37483027577729,0.0175570211527921,0.137474262455117,650057,1030446,1187340,75127,247968,322766,1890857,591788,1558059,986103,379234,2014717,263989,818402,224919,461142,504216,541234,711441,947809,1622156,421118,1107926,1097901,1249915,953217,268599,277392,681029,710235,956125,130851,18260,20804,670152,600468,115310,242609,68023,431059,750538,675302,480900,460494,974977,901075,732587,1057918,298892,16562,877985,0.232867794845599
"1659","Bacteroidales incertae sedis><wbr>...><wbr>Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2",3.91879394180453,1.18062026761095,0.551972115162544,2.13891288197281,0.0324427245619203,0.187023729142146,3,0,2,0,52,1,0,6,23,0,0,6,6,4,2,2,11,2,4,22,6,1,20,8,5,6,1,0,0,1,8,3,0,0,3,0,3,0,0,4,0,2,7,1,8,2,3,10,1,0,2,0.355402114039731
"1660","Bacteroides",1057692.79020629,0.53069141809905,0.432743899804907,1.22634061008902,0.220070525187819,0.492562568399051,1104915,3622441,2918275,134109,521223,688248,2637089,286244,1632231,677657,130547,1049644,340050,1328920,406966,424843,473956,293682,2422291,720748,2800783,820212,846756,2446931,712756,676899,58769,288672,313307,1186767,1640145,121774,29547,78177,1512551,2793638,357180,677273,42820,1293798,2122233,447056,221724,514376,609336,438104,1038074,1236985,322918,4279,1769104,0.159754035289269
"1661","Bacteroides caccae",254615.469037528,0.865288076554104,0.607011508828477,1.4254887493387,0.154015969990536,0.408473537614685,147961,979371,474175,27276,73418,76964,630169,282441,59668,75485,33443,6630,11928,820755,127956,105178,365764,13007,4707,16919,189486,39077,74653,3191403,275243,89178,18572,2361,2552813,582579,188508,33096,17303,6845,138294,3510,643,1007,17544,7761,5187,151901,247665,94706,131847,61595,193368,480512,98024,1609,353468,0.260477665933177
"1662","Bacteroides caccae CL03T12C61",10009.8659735361,0.734189182506276,0.537517047718231,1.36589004129808,0.171973478962774,0.432781667834804,8278,43997,9578,2339,3560,3387,13532,17046,3914,3389,1754,255,905,38150,3694,1887,22239,867,2062,557,9867,2126,2919,100977,14924,3100,307,123,72354,26932,11585,1565,900,414,8762,3048,139,128,571,1028,1523,8264,12111,4672,7435,2832,13262,19986,6029,100,15497,0.221012966426406
"1663","Bacteroides caecimuris",4828.36964558441,0.927263721107303,0.378051731686904,2.45274295390676,0.0141771605590277,0.12463167031446,8247,5503,13615,1214,7518,4149,9711,2025,23574,2286,367,7191,1448,5998,1741,5336,1096,1243,9202,8389,16094,1711,8330,12261,5835,7074,758,329,1339,3524,8452,1788,229,27,9527,8024,641,1308,950,2345,2342,5805,1653,7030,8711,4266,6936,3711,3492,51,5279,0.279134193944299
