"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ERR589505","ERR589506","ERR589509","ERR589529","ERR589538","ERR589555","ERR589571","ERR589575","ERR589579","ERR589593","ERR589736","ERR589737","ERR589766","ERR589767","ERR589788","ERR589789","ERR589813","ERR589837","ERR589839","ERR589849","ERR589851","ERR589852","ERR589853","ERR589856","ERR589857","ERR589859","ERR589868","ERR589442","ERR589443","ERR589485","ERR589501","ERR589511","ERR589530","ERR589532","ERR589537","ERR589544","ERR589561","ERR589563","ERR589565","ERR589572","ERR589576","ERR589581","ERR589747","ERR589748","ERR589764","ERR589769","ERR589771","ERR589772","ERR589775","ERR589833","ERR589858","logFC"
"7455","Leclercia sp. 29361",9.72209300831388,-0.0317531748221493,0.742276969801842,-0.0427780681793564,0.965878447039873,0.986229119371656,4,3,1,0,15,3,0,0,0,2,9,4,6,0,15,30,1,3,1,3,0,0,9,8,121,17,10,45,5,5,13,4,4,0,1,8,0,0,0,2,0,1,81,0,53,5,0,4,2,0,4,-0.00955865807902924
"7458","Leclercia sp. J807",3.20725053406024,-1.34319849048473,0.883074410059294,-1.52104791531049,0.128247813534353,0.371100342684176,1,3,0,0,7,0,0,0,0,0,15,3,1,1,3,7,0,0,0,2,2,1,0,2,2,37,0,14,0,5,7,0,0,0,0,1,0,0,0,1,1,0,48,1,66,2,0,0,0,0,0,-0.404343035766483
"7462","Leclercia sp. W6",7.42903808099195,-2.60951663548923,0.9971237776512,-2.61704383545656,0.00886949501766053,0.0991827524093173,0,0,0,0,4,0,0,0,0,0,11,0,1,1,3,38,0,3,0,7,1,2,0,4,2,3,0,40,1,1,2,0,0,0,0,47,0,0,0,0,0,2,37,1,354,1,0,2,0,0,1,-0.785542781466409
"7470","Leeuwenhoekiella",2.39899774422608,1.41589908626852,0.720693817987813,1.96463331713006,0.0494566929305408,0.225236849403409,1,2,0,0,0,1,0,6,9,0,0,7,7,3,0,1,17,0,0,10,0,0,12,10,20,2,1,0,0,0,3,0,0,0,4,0,1,1,0,3,0,3,2,1,8,0,0,1,4,0,0,0.426228095800048
"7472","Legionella",2.97768831143685,0.797714161419782,0.604644515411858,1.31931100189739,0.18706516121795,0.45413013793708,4,0,0,0,0,3,0,3,6,1,24,20,3,0,14,2,11,1,9,11,2,27,1,14,1,3,0,0,1,1,3,24,0,1,0,0,0,0,0,2,3,2,0,0,5,3,13,0,4,0,3,0.240135890553293
"7482","Legionella israelensis",4.81575151097842,0.706191237750486,0.613645086336526,1.15081380666871,0.249808843490627,0.52703924993697,6,4,0,0,0,4,2,16,6,85,1,1,0,2,0,14,4,12,9,1,2,9,6,27,0,1,0,0,1,11,14,2,0,1,0,1,0,1,0,0,1,23,5,4,8,8,1,4,12,0,12,0.21258474523797
"7485","Legionella longbeachae",7.48975183551354,2.70818270190182,1.1533423118241,2.34811701100137,0.0188685927100404,0.143337081327833,0,0,0,1,0,0,0,7,115,0,1,3,0,0,6,0,0,1,1,0,70,1,86,42,2,34,7,0,0,0,0,0,0,0,2,0,0,0,0,2,0,28,0,0,15,32,0,0,0,0,0,0.815244227010773
"7503","Leifsonia shinshuensis",2.5248062148222,-1.33602015509923,0.634459622339128,-2.10576072622807,0.0352251419100341,0.194586366228665,1,0,0,0,4,2,0,1,1,0,13,18,1,0,0,0,2,1,3,0,3,5,6,0,0,3,0,0,3,1,4,3,0,0,1,10,0,1,3,49,2,2,5,3,1,1,4,0,9,0,0,-0.402182141496512
"7511","Leisingera aquaemixtae",2.79441931728431,-1.43318029934165,0.579016600594416,-2.47519725318817,0.0133162606727512,0.120671089109961,1,0,3,0,1,4,2,1,0,0,2,0,10,0,1,0,1,4,8,1,1,7,6,1,3,4,1,0,26,0,4,3,0,1,0,0,0,0,1,1,45,2,3,6,19,17,1,1,2,0,1,-0.43143025929652
"7512","Leisingera caerulea",4.21881791676339,-0.790398278863684,0.462904827676286,-1.70747469373212,0.0877338575246824,0.300340818299277,6,6,3,3,0,3,0,1,0,3,10,3,4,0,9,5,7,2,9,0,2,16,7,6,3,1,0,0,11,0,3,20,0,1,2,4,1,0,6,0,4,8,2,7,3,42,17,4,15,0,6,-0.237933590459153
"7516","Leisingera sp. M658",6.84445371204498,0.727425676001548,1.00243483601723,0.725658815780667,0.468047955138018,0.709425337012573,27,0,28,0,41,0,26,0,0,46,0,0,43,0,7,4,1,20,0,0,5,3,12,0,0,3,2,7,0,17,0,0,0,0,58,0,0,2,0,0,31,0,0,0,0,7,0,0,9,0,14,0.218976948092615
"7517","Leisingera sp. NJS201",3.65249181158027,4.57047266985591,1.60302536158518,2.85115431070679,0.00435608236727472,0.0645301931464451,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,3,0,0,74,0,86,0,0,33,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.37584936798907
"7519","Leisingera sp. S132",4.17615437326228,-0.249840481112391,0.714349762516403,-0.349745312761484,0.726529844021486,0.872791812990818,3,0,0,0,1,5,2,0,11,0,78,1,0,2,2,0,63,2,1,0,0,8,2,0,0,6,1,0,0,1,0,4,1,1,0,0,1,0,6,3,5,7,1,4,3,28,44,5,4,0,2,-0.0752094789459501
"7524","Lelliottia sp. JS-SCA-14",6.9578196528085,-0.86207404819653,0.564239619377092,-1.52785096719766,0.126549544581241,0.36917143904155,21,1,3,0,3,6,17,2,1,0,42,9,0,5,10,32,7,2,1,2,0,1,0,7,6,9,0,18,14,11,14,0,2,0,3,2,1,1,1,1,3,4,100,8,21,10,3,3,8,0,1,-0.259510146990632
"7529","Lentibacillus amyloliquefaciens",8.60388836205968,-1.04745385459506,0.557948655056875,-1.87733018997651,0.0604728529225695,0.248797768236958,0,18,0,5,10,6,2,14,1,5,16,13,4,0,1,1,17,0,7,1,1,36,6,5,0,2,0,44,9,22,2,2,0,0,2,9,8,6,1,2,22,4,5,1,18,3,4,1,5,1,41,-0.315315029306973
"7530","Lentibacillus daqui",7.07234826752387,0.438970298912448,0.54174314211293,0.810292304209624,0.417772197355588,0.671452373241064,15,0,1,2,2,17,0,4,31,2,2,2,2,3,2,4,1,5,83,2,29,4,56,22,0,34,2,6,18,0,1,0,1,1,2,2,0,0,4,10,0,12,2,8,10,42,8,9,4,0,38,0.132143227178231
"7532","Lentilactobacillus",2.58105183524997,0.589716816115083,0.995145262436711,0.592593703024926,0.553453094293073,0.777165987517144,0,1,0,12,1,0,0,0,0,6,17,0,0,0,0,1,14,0,1,1,0,0,24,6,0,3,0,0,6,20,1,3,0,1,3,0,0,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0.1775224505981
"7537","Lentilactobacillus curieae",2.10120405350302,0.400003916979846,0.553879369193897,0.722185983496735,0.470180139697722,0.711471972125418,0,0,1,1,0,13,0,0,3,7,3,2,1,0,2,4,1,3,11,0,9,18,15,2,1,7,0,0,0,0,3,2,0,1,2,3,0,0,0,4,1,0,0,4,21,8,3,4,2,0,1,0.120413177394019
"7538","Lentilactobacillus hilgardii",7.42413770317866,-0.214997186981226,0.421909839393641,-0.509580879389338,0.610345122262637,0.808919738909042,19,0,0,0,2,56,5,13,3,8,20,12,23,0,11,2,12,4,13,1,11,25,9,2,0,15,1,5,5,5,9,5,5,5,10,3,0,5,0,1,19,21,8,21,12,14,9,3,2,0,17,-0.0647206022647265
"7540","Lentilactobacillus laojiaonis",3.65103339014565,0.112081701322893,0.5362440458055,0.209012486384877,0.834438491166968,0.927509030402581,2,0,0,2,1,0,4,23,5,1,6,14,4,2,2,1,12,3,17,1,0,45,16,0,4,1,1,2,3,8,2,1,0,0,1,5,0,0,0,0,0,2,1,29,8,9,5,5,27,0,9,0.0337399540632422
"7543","Lentisphaerota><wbr>...><wbr>Lentisphaera profundi",6.57109090563042,-1.89373357576971,0.76053181427124,-2.49001230485582,0.0127738672722619,0.118577969493655,0,0,0,1,82,2,0,1,0,1,2,0,7,2,0,1,7,8,4,1,2,3,3,0,2,9,0,0,152,1,1,65,0,13,0,2,0,0,3,1,0,2,1,2,23,29,7,0,21,0,0,-0.57007061010269
"7545","Lentzea guizhouensis",2.70489381527059,-0.809450509040024,0.620892525394561,-1.30368860299234,0.192339776872852,0.460364929312848,0,4,2,0,0,4,0,2,0,0,8,10,9,0,0,0,4,1,1,0,2,4,7,0,0,26,0,0,10,4,2,3,1,0,0,12,0,0,3,1,4,8,0,3,5,34,3,0,11,0,2,-0.243668883226526
"7546","Lentzea sp. DG1S-22",4.89466239391487,-1.50217459421796,0.639305571073237,-2.34969733127177,0.0187886820328007,0.143337081327833,3,0,1,1,2,21,1,5,3,0,7,1,14,0,0,1,11,2,0,0,2,1,17,1,0,10,0,9,4,5,8,16,0,0,0,1,1,2,21,0,0,0,15,12,3,5,2,2,2,0,2,-0.452199611583975
"7547","Lentzea sp. HUAS12",2.07234382738661,0.0246191656428538,0.464797848996376,0.0529674689674516,0.957757827316402,0.98327145934481,3,1,0,0,2,3,3,7,2,0,6,2,4,1,0,1,3,3,15,1,0,6,4,0,1,5,2,0,0,2,4,9,1,0,0,1,0,0,2,2,3,4,2,9,6,2,2,0,0,0,0,0.00741110732671911
"7548","Lentzea sp. NBC_00516",5.81992414881476,-0.71353311896515,0.673888679298394,-1.05882935992935,0.289677499903413,0.567596986466177,7,0,0,9,2,0,5,0,0,0,8,0,5,4,49,5,7,0,3,0,1,16,11,1,0,11,0,0,7,1,6,50,0,6,0,4,1,0,0,0,7,36,2,9,20,25,45,1,3,0,16,-0.214794871708186
"7550","Leptodesmis><wbr>Leptodesmis sichuanensis><wbr>Leptodesmis sichuanensis A121",3.91461538223392,0.652282148183319,0.506306105357509,1.28831578620355,0.197636060124346,0.46626111194376,2,0,14,0,2,2,8,2,2,0,9,7,7,31,1,3,15,1,1,2,2,17,4,3,0,5,4,8,1,4,2,8,0,3,2,2,2,2,0,0,5,2,0,8,1,7,0,1,1,0,3,0.196356492239317
"7555","Leptolyngbya sp. 7M",3.13249418073765,-2.16116326127565,0.554355705535805,-3.89851360722771,9.67849629612328e-05,0.00935613921409243,0,0,2,0,1,1,2,4,2,1,6,0,3,1,1,0,7,1,1,0,2,7,1,1,1,4,0,2,11,0,2,3,0,10,0,2,1,0,0,2,3,28,45,3,1,31,1,1,2,0,2,-0.650574967170965
"7556","Leptolyngbya sp. BL0902",3.53954967599068,-0.334783354887301,0.547579841119071,-0.611387289574275,0.540943215248022,0.767464158992952,7,0,1,2,7,0,2,3,2,2,12,7,14,1,6,0,11,14,3,0,3,10,11,1,0,9,0,0,32,0,3,14,0,5,0,1,0,0,0,1,1,28,3,1,11,24,1,0,4,0,3,-0.100779831870097
"7561","Leptospira",7.24881292335578,0.250884707776836,0.402805347816875,0.622843537546313,0.533387344828427,0.762003988427058,34,2,6,3,6,3,6,5,20,3,14,6,11,12,5,1,33,15,6,6,4,17,25,11,0,4,5,3,4,25,15,3,0,0,12,3,2,1,0,5,0,18,38,8,9,6,4,6,10,0,3,0.07552382249422
"7562","Leptospira biflexa><wbr>Leptospira biflexa serovar Patoc",2.32204185261935,1.1022922864425,0.757348709564988,1.45546202498403,0.145541395992639,0.39842159069461,9,16,0,0,21,0,0,0,0,1,7,0,1,4,1,0,0,0,14,0,3,2,1,0,0,2,3,0,7,2,1,1,0,0,0,0,0,0,0,2,7,5,0,1,4,3,2,1,0,0,3,0.331823042208227
"7572","Leptospira kmetyi",7.50583696727071,0.415103942188616,0.592635060799134,0.700437705506104,0.483653995795183,0.721459075070347,29,1,17,0,40,31,33,23,1,29,2,1,11,3,4,6,5,22,3,0,5,0,5,2,1,19,0,2,8,12,12,4,1,0,30,0,1,0,0,0,32,1,6,1,0,8,0,40,9,0,15,0.124958737917141
"7573","Leptospira kobayashii",4.13053041133592,0.56692448721636,0.509051208071502,1.11368852136528,0.265412835374048,0.547457495913221,3,4,2,0,0,0,12,4,2,4,2,23,0,15,5,1,1,3,6,4,6,6,27,19,11,10,0,0,2,3,14,2,0,0,3,1,1,0,1,11,0,12,1,1,6,4,15,0,8,0,12,0.170661275928546
"7577","Leptospira santarosai",6.90352327194197,2.52601660325321,0.650701921493186,3.88198731218848,0.000103606284280791,0.00935613921409243,1,4,0,1,0,0,1,28,92,5,0,0,9,39,9,11,0,3,2,317,2,3,53,40,1,15,9,0,2,2,0,1,0,1,0,2,0,1,1,8,5,13,2,1,0,4,2,1,2,0,2,0.760406767124459
"7589","Leptothrix><wbr>Leptothrix cholodnii><wbr>Leptothrix cholodnii SP-6",3.51520137627861,-0.233253551971179,0.549840879564381,-0.424220098287303,0.671405304582858,0.842116035470948,21,0,1,0,0,14,2,3,1,0,3,8,3,1,0,10,5,5,32,1,3,13,12,2,0,4,0,1,1,4,10,1,1,0,11,1,0,2,0,1,4,52,2,1,14,0,11,1,2,0,0,-0.0702163157384922
"7590","Leptotrichia",76.3380812195758,0.889840695123525,0.311520531333351,2.85644317347202,0.00428416686378399,0.0638483236829197,149,40,23,16,184,79,53,21,30,216,177,86,80,162,51,58,300,25,259,159,91,231,220,45,612,334,7,109,40,105,18,68,5,21,36,133,4,4,2,34,123,56,42,33,173,177,65,35,74,0,189,0.267868740594669
"7591","Leptotrichia buccalis><wbr>Leptotrichia buccalis C-1013-b",9.35560794549095,0.304685510964786,0.556905946569253,0.547104071776862,0.584307235050095,0.796239665884563,5,0,16,0,1,8,12,19,9,30,3,0,5,29,1,17,12,0,2,21,9,20,90,8,15,29,2,1,10,10,17,2,1,2,5,1,0,0,25,8,2,24,0,4,17,9,1,0,3,0,3,0.0917194780446074
"7592","Leptotrichia hofstadii",2.80299281396528,0.680257357496119,0.582506342259631,1.16781107456667,0.242882979972612,0.51773379544657,2,3,0,0,7,8,0,2,0,4,0,0,1,1,0,1,3,2,9,4,7,6,16,1,37,10,0,2,0,3,2,0,1,1,2,5,0,0,0,0,1,6,2,0,1,1,12,10,6,0,1,0.204777869377448
"7593","Leptotrichia hongkongensis",2.52774549286593,0.418172230585335,0.735673267126821,0.568421131052527,0.569749045352551,0.7880630163639,5,5,2,1,2,1,0,0,0,7,1,0,0,9,0,9,1,1,5,16,2,21,6,1,96,2,0,8,0,5,0,26,0,3,2,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0.125882384759901
"7594","Leptotrichia shahii",9.49345016697375,0.539821906301375,0.568681740928455,0.949251342974434,0.342492794085595,0.612365695260689,10,2,13,1,1,7,4,2,0,65,30,2,12,55,0,2,7,19,12,9,18,47,40,0,52,9,0,14,0,2,0,7,0,7,6,1,2,0,0,1,3,3,8,16,126,2,8,3,10,0,20,0.162502586113225
"7595","Leptotrichia sp. HMT-225",3.62043344263545,1.29119943183926,0.63645233766323,2.02874489640492,0.0424842804389922,0.210575692037615,1,0,0,0,6,0,1,0,0,7,13,0,4,2,1,0,4,4,12,1,8,34,15,3,64,40,0,0,5,6,0,1,0,1,2,5,1,0,0,0,1,15,1,1,0,8,10,1,1,0,2,0.388689759367908
"7596","Leptotrichia sp. oral taxon 212",14.4171632320152,0.249238263446349,0.420529748560854,0.592676889802201,0.553397410521066,0.777165987517144,11,13,3,1,14,12,6,3,3,42,27,15,5,6,26,4,5,1,8,41,10,97,36,24,78,100,2,38,9,10,16,21,2,2,11,19,2,0,0,13,39,14,4,96,16,5,44,1,11,0,12,0.0750281933645525
"7598","Leptotrichia sp. oral taxon 221",12.013758855416,1.51266079771659,0.623533848773663,2.42594816735549,0.01526845077814,0.126042468307176,8,5,2,1,15,19,1,3,3,74,20,0,1,1,36,19,23,1,4,35,2,80,307,4,63,6,0,7,3,17,0,80,0,4,0,7,0,1,0,3,0,4,0,3,3,5,18,5,2,0,6,0.455356273377698
"7599","Leptotrichia sp. oral taxon 498",5.74184733766162,0.15332766063261,0.56824723699176,0.269825615773005,0.787294414963315,0.902981480821677,3,0,0,4,7,20,2,1,0,7,0,3,2,6,3,32,15,1,56,10,1,3,44,0,9,33,0,5,11,19,1,3,0,0,0,31,1,0,3,1,2,3,0,8,4,14,1,4,41,0,2,0.046156225015403
"7600","Leptotrichia sp. oral taxon 847",7.1908249790418,-1.06559071351115,0.60138895806029,-1.77188273783424,0.076414024456729,0.278019373193242,7,0,0,4,2,4,13,40,0,10,10,0,1,1,6,1,6,1,7,2,7,18,19,2,7,3,0,0,2,11,1,8,0,11,2,114,7,0,0,1,0,3,4,5,13,75,1,3,2,0,4,-0.320774767867839
"7601","Leptotrichia trevisanii",17.3762448735144,0.682074800275994,0.407572365088535,1.67350600457867,0.0942277254742611,0.313280580853054,48,5,12,1,9,72,0,20,1,100,17,7,16,53,13,16,14,20,11,25,29,121,141,9,27,44,0,38,3,16,19,5,0,2,24,8,1,4,0,2,23,15,13,27,3,30,12,12,29,1,58,0.205324974169593
"7602","Leptotrichia wadei",17.0934605414244,1.03622300743138,0.447019688054801,2.31807017704408,0.0204455074089454,0.147448539393119,37,26,3,4,13,18,6,14,2,36,34,7,15,12,10,12,50,2,62,12,10,123,216,10,157,16,0,6,5,60,2,6,0,2,22,18,0,0,0,12,3,5,16,8,13,47,22,23,22,0,50,0.311934207433987
"7603","Leptotrichiaceae",22.3801840775093,1.11324315730451,0.509337485614127,2.18566900875602,0.0288398298239593,0.174284203047699,14,7,6,0,6,20,0,18,2,1,50,13,15,29,28,6,33,6,54,141,11,114,18,12,307,126,6,19,28,5,3,94,0,0,2,16,0,2,5,6,13,19,13,54,6,25,55,7,33,0,14,0.335119582816335
"7605","Leucobacter",3.28416049901693,-0.765045884242849,0.450011309723959,-1.70005923787145,0.0891197835438127,0.301942233668701,8,0,1,0,2,1,10,6,8,3,5,2,1,0,1,10,1,2,8,2,3,8,5,0,2,2,0,4,3,3,1,4,0,1,4,0,1,1,1,3,0,4,4,5,24,33,25,1,12,0,2,-0.230301759216372
"7606","Leucobacter allii",2.43216363147608,-1.06939995670122,0.523521538693738,-2.04270479371207,0.0410816700049451,0.206370547998365,2,0,2,0,0,1,0,2,0,0,13,5,6,3,1,0,3,2,4,0,2,9,5,0,1,3,0,0,4,1,0,30,1,2,6,3,1,3,0,0,2,4,2,3,3,4,2,0,5,0,1,-0.32192146432883
"7612","Leucobacter muris",2.65508167772423,0.691065723523275,0.610245657400226,1.13243857640439,0.257450094314328,0.536544704373715,15,0,1,1,24,1,1,7,0,2,7,1,4,0,2,0,2,0,3,0,1,22,10,2,0,7,0,0,1,3,1,6,0,1,0,1,0,0,0,0,0,2,0,6,11,7,1,0,0,1,1,0.208031511755737
"7617","Leucobacter triazinivorans",5.25117600964606,-0.508151516414209,0.551261139421768,-0.921798182522393,0.356633855655772,0.627611803410346,7,0,0,1,4,10,4,15,19,1,13,0,11,0,10,1,12,6,2,0,3,36,7,3,0,15,0,0,0,0,15,6,4,0,1,6,1,0,1,0,1,25,1,53,20,13,15,4,4,0,12,-0.152968848782815
"7620","Leuconostoc carnosum",2.1447005249336,0.108658788627926,0.723382082542941,0.150209400053084,0.880599409869622,0.948470936438176,3,0,0,7,16,0,1,0,0,1,3,0,0,5,6,2,1,1,6,0,1,3,0,0,7,126,0,0,0,0,0,0,0,5,1,5,1,0,0,3,16,0,1,1,1,0,1,2,2,0,1,0.0327095546695179
"7622","Leuconostoc citreum",39.9316681142635,-0.54692976443355,0.675186004988407,-0.810043099816532,0.417915405082121,0.671452373241064,12,2,22,48,168,48,3,8,1,3,41,79,13,11,17,13,2,164,93,15,19,4,28,15,105,16,0,0,0,56,1,4,19,2,4,5,110,0,0,48,2,2,89,2,259,3,11,0,46,2,10,-0.164642264615934
"7624","Leuconostoc falkenbergense",3.62274599105834,2.11719492043802,0.626582535407822,3.37895616426654,0.000727616090396276,0.0254562423682612,2,1,3,4,13,3,0,3,1,3,1,1,3,58,2,2,0,13,67,9,1,2,1,15,790,2,0,0,0,5,0,2,0,0,4,0,2,0,1,3,1,0,2,2,5,0,0,0,2,0,0,0.637339177719259
"7637","Leuconostoc mesenteroides",56.0922572657739,-2.30125676487011,0.674318892542963,-3.41271287267617,0.000643196708711866,0.0235368786604949,22,40,4,339,98,6,0,112,2,5,17,0,15,4,20,10,8,19,33,1,33,12,29,7,90,76,0,3,0,5,7,3,65,60,6,1049,31,0,1,203,5,2,33,4,76,6,1,2,86,7,2,-0.692747313950556
"7640","Leuconostoc mesenteroides subsp. mesenteroides",4.63596815314754,0.67172443997482,0.849412955030088,0.790810213097145,0.429054749204287,0.677722407244555,1,0,0,17,2,2,0,1,0,1,0,1,1,1,0,1,0,1,3,1,2,72,0,1,12,4,1,0,0,1,0,0,2,1,0,6,2,0,0,6,0,0,18,9,4,0,0,0,2,1,0,0.20220920525301
"7641","Leuconostoc pseudomesenteroides",5.10875298173682,0.878539212855701,0.502762746596833,1.7474230515337,0.0805639817941772,0.286947380643088,2,1,4,4,62,11,0,2,2,1,2,2,3,12,9,8,2,7,37,1,10,20,6,20,298,12,1,0,0,5,1,1,3,3,0,0,0,0,2,15,4,9,11,0,12,2,4,2,0,0,4,0.264466655436589
"7648","Levilactobacillus koreensis",4.61548551474615,-0.408715098605749,0.627242281541031,-0.651606421687013,0.514655104012053,0.745623407852007,4,0,0,0,1,4,4,1,1,51,8,0,1,2,2,0,0,1,0,25,2,13,26,1,1,1,0,2,1,5,2,3,0,1,1,8,0,0,0,18,5,48,1,10,3,8,40,2,1,0,28,-0.123035504361092
"7650","Levilactobacillus suantsaii",3.42999431537874,-0.421733552349595,0.670145615241742,-0.629316290008795,0.529142008720467,0.758575277250236,10,0,3,0,17,0,5,0,2,0,6,0,3,0,0,0,0,1,8,0,0,27,58,0,1,11,0,0,0,3,3,5,0,1,13,23,2,0,1,2,3,5,0,23,6,8,13,0,5,0,3,-0.126954449435154
"7651","Levilactobacillus zymae",5.93777744565309,-1.15069987948469,0.477689012814159,-2.40888914883281,0.0160011572576345,0.129612001234665,4,1,2,0,7,2,1,1,1,1,3,2,2,3,1,4,2,0,6,0,2,9,7,2,0,6,1,3,1,1,1,4,0,2,0,3,1,1,0,6,12,7,5,8,1,11,6,2,8,4,7,-0.346395179731819
"7656","Lichenicola><wbr>Lichenicola cladoniae",5.80055794261153,-0.914966967584446,0.486358756381206,-1.88125936991931,0.0599366450766668,0.247738137915309,15,0,9,0,2,1,1,29,1,0,21,2,11,1,5,5,4,4,38,0,3,4,6,1,1,18,0,0,2,3,10,24,1,1,0,3,2,2,0,1,10,17,6,83,9,15,11,8,12,0,20,-0.275432502284632
"7661","Ligilactobacillus",19.3786323586622,-0.336221918324615,0.46475442594791,-0.723439949256768,0.469409635008948,0.710742090085678,12,0,0,4,24,155,3,12,10,9,15,20,196,14,7,10,10,11,40,33,2,21,42,15,1,3,2,22,2,13,25,8,2,14,30,38,24,0,2,9,99,9,22,7,28,13,64,16,18,0,30,-0.101212882615394
"7662","Ligilactobacillus acidipiscis",4.47389433744215,-1.21040157317282,0.57394854886536,-2.10890257596376,0.0349529918210138,0.19373382994726,9,1,2,3,4,12,1,6,0,4,5,3,1,2,1,6,2,0,6,2,3,2,6,4,1,19,0,4,0,5,0,49,0,15,7,8,0,1,0,2,1,14,0,0,4,0,21,0,33,0,0,-0.364367180323889
"7665","Ligilactobacillus aviarius",3.76423793496631,-0.411780248803095,0.52549323275734,-0.783607139225035,0.433270665414841,0.681985794904073,0,0,1,2,5,1,3,1,2,6,5,3,12,0,12,1,3,2,8,0,13,12,2,0,0,36,0,1,11,0,5,8,2,0,0,0,0,0,3,1,1,21,2,16,2,8,5,10,12,0,12,-0.123958206511709
"7666","Ligilactobacillus cholophilus",3.59694132325982,0.866243062184368,0.560121549431033,1.5465269334206,0.121977360588117,0.3624145425399,5,0,0,3,1,2,1,0,2,11,20,1,4,1,30,0,23,2,4,1,14,41,3,2,7,2,0,1,4,6,4,1,1,0,0,0,0,0,0,2,3,2,1,1,2,8,2,1,2,0,28,0.260765145253314
"7667","Ligilactobacillus faecis",4.63253204242087,1.1878454014725,0.674399238284625,1.76133858705691,0.078181112703143,0.282126868298906,5,1,0,1,20,2,2,2,0,1,6,13,126,3,0,0,26,1,2,1,4,30,6,17,0,4,2,0,15,0,0,2,0,0,1,0,0,0,0,0,27,2,5,5,3,4,3,0,17,0,1,0.357577096054746
"7668","Ligilactobacillus murinus",33.7179326430338,0.0328850344453255,0.448037799008906,0.073397901958428,0.941489487088794,0.976355334353279,18,10,6,1,53,31,7,11,3,3,132,65,381,97,4,34,36,66,19,5,102,54,56,5,7,173,5,1,15,7,9,145,1,8,39,15,37,0,5,106,23,68,54,152,54,30,23,32,32,0,33,0.00989938177648621
"7672","Ligilactobacillus saerimneri",14.1642502219274,-0.48559208944991,0.601263660721109,-0.807619221270629,0.419309818170683,0.671452373241064,26,24,1,0,2,75,1,1,1,66,3,5,3,6,0,1,6,2,20,24,2,42,61,3,5,3,4,4,6,20,1,2,1,1,1,1,7,5,43,32,26,8,0,1,7,6,8,5,6,0,39,-0.14617778458157
"7676","Ligilactobacillus salivarius str. Ren",40.3286605373075,-4.34078796676472,1.30023129621075,-3.33847368496285,0.000842400089985163,0.027520262542363,0,0,0,0,0,54,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,0,0,0,2,0,11,382,0,32,1,0,0,303,3,106,23,1,0,17,490,4,1,0,0,10,0,4,1,0,0,-1.30670738281345
"7677","Ligilactobacillus salivarius UCC118",12.8234082466906,-1.53288653692993,1.41568368735031,-1.0827888677583,0.278902147870287,0.558684558516751,0,1,0,0,5,83,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,20,172,0,18,0,0,0,40,0,6,15,1,0,8,60,0,0,1,0,1,0,1,0,0,0,-0.461444827565393
"7679","Lignipirellula><wbr>Lignipirellula cremea",2.69687425821244,-0.168912530653349,0.487763273575427,-0.346300223498128,0.729117100667388,0.873842239453894,8,2,0,0,4,2,8,1,4,1,0,10,8,0,1,4,4,1,7,0,3,24,9,3,0,2,0,0,23,2,2,7,0,1,5,1,1,0,0,1,0,3,4,1,3,15,10,1,8,0,2,-0.0508477383701698
"7695","Limisphaerales><wbr>...><wbr>Fontisphaera persica",5.4790537362305,-0.578909904938108,0.379134221701599,-1.52692601142649,0.12677941064726,0.369257242615705,5,2,6,2,0,9,9,5,9,1,26,5,8,3,3,3,20,3,4,1,4,9,7,4,2,19,0,0,7,6,4,12,0,2,6,7,0,4,0,6,1,9,8,32,9,53,4,1,10,0,25,-0.174269246173354
"7699","Limnobaculum parvum",3.31236599848332,1.54713638068589,0.784373512870613,1.97244852777315,0.0485584267144738,0.223139191232255,1,0,1,0,3,2,1,3,16,1,2,1,0,0,0,1,2,0,1,30,0,5,12,11,1,0,3,0,1,1,0,2,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,0,1,1,2,0.465734457969462
"7701","Limnochorda pilosa",13.1580686274851,-0.276684574425794,0.337882231381279,-0.81887873563133,0.412855603205793,0.667087026077359,28,2,28,1,8,9,8,38,23,6,51,15,20,4,10,4,23,38,45,3,10,8,14,4,1,31,3,1,23,11,14,38,1,6,3,19,3,2,1,11,12,13,16,82,24,75,32,19,21,0,20,-0.0832903562396873
"7702","Limnochorda sp. L945t",15.9238388913503,-0.764885107563208,0.372113648444201,-2.05551478899303,0.0398293087195346,0.20447167034115,7,1,6,13,15,1,12,10,11,0,44,7,18,12,20,2,64,8,16,1,9,67,32,30,0,81,0,2,37,17,44,56,4,10,11,16,0,7,6,32,15,45,20,48,35,60,41,10,11,0,24,-0.230253360613196
"7703","Limnochorda sp. LNt",6.62631146496744,-1.29699542092312,0.533748748917462,-2.42997369746282,0.0150999186011916,0.126042468307176,11,0,0,0,5,1,4,4,0,0,19,5,11,3,4,1,14,1,19,0,5,42,3,1,2,49,0,0,25,1,22,45,1,12,0,1,1,0,8,6,3,11,1,52,6,17,9,1,25,0,4,-0.39043452593669
