KO	Name	C001_FD2_TZO.quant	C001_FD3_TZO.quant	C001_L-3_TZO.quant	C001_L-44_TZO.quant	C001_L-92_TZO.quant	C001_R+1_TZO.quant	C001_R+45_TZO.quant	C001_R+82_TZO.quant	C002_FD2_TZO.quant	C002_FD3_TZO.quant	C002_L-3_TZO.quant	C002_L-44_TZO.quant	C002_L-92_TZO.quant	C002_R+1_TZO.quant	C002_R+45_TZO.quant	C002_R+82_TZO.quant	C003_FD2_TZO.quant	C003_FD3_TZO.quant	C003_L-3_TZO.quant	C003_L-44_TZO.quant	C003_L-92_TZO.quant	C003_R+45_TZO.quant	C003_R+82_TZO.quant	C004_FD2_TZO.quant	C004_FD3_TZO.quant	C004_L-3_TZO.quant	C004_L-44_TZO.quant	C004_L-92_TZO.quant	C004_R+1_TZO.quant	C004_R+45_TZO.quant	C004_R+82_TZO.quant
K02030	k141_28940_1k141_42807_1k141_22230_1k141_26268_1k141_29560_1k141_1307_1k141_6497_1k141_14381_1k141_17204_1k141_27569_1k141_26357_1k141_57662_1k141_22199_1k141_5235_1k141_42223_1k141_20766_1k141_9046_1k141_34230_1k141_14714_1k141_34282_1k141_34634_1k141_38037_2k141_40752_1k141_32262_1k141_5782_1k141_55506_1k141_29070_1k141_47863_1k141_7955_1k141_5679_1k141_32149_1k141_25009_2k141_53500_1k141_10818_1k141_33294_1k141_47376_1k141_31443_1k141_38398_1k141_10417_2k141_56994_1k141_13360_2k141_41788_1k141_59746_1k141_41228_1k141_26853_1k141_40490_1k141_39399_2k141_53463_1k141_45525_1k141_20407_2k141_60512_1k141_32223_1k141_64511_1k141_7113_2k141_35086_1k141_36759_1k141_41690_1k141_59955_1k141_14075_2k141_37953_1	1.0	0.0	18.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.355	0.0
K02031	k141_52024_1k141_28509_1k141_17846_1k141_20463_1k141_15918_1k141_5412_1k141_9876_1k141_22645_1k141_18171_1k141_29892_1k141_15436_1k141_50661_1k141_1432_1k141_4774_1k141_13415_1k141_49679_1k141_9505_2k141_17695_1k141_10581_1k141_26558_1k141_31490_1k141_4507_2k141_24832_1k141_14472_1k141_28135_1k141_31616_1k141_12317_1k141_10293_3k141_29935_2k141_57625_1k141_56987_1k141_29283_1k141_33700_1k141_24154_1k141_20476_2k141_21870_1k141_59595_1k141_18969_1k141_25886_1k141_19993_2k141_37369_1k141_33466_1k141_9521_1k141_44967_1k141_31712_1k141_53605_1k141_51224_1k141_22124_1k141_49567_1k141_9420_2k141_46491_1k141_11561_1k141_11476_2k141_14781_1k141_24166_1k141_19854_2k141_5989_2k141_53768_1k141_30773_1k141_39676_1k141_60105_1k141_25320_1k141_47324_1k141_59979_1k141_59521_1k141_7147_2k141_55414_2k141_28542_2k141_31991_1k141_37163_2k141_58294_1k141_46062_1k141_50102_2k141_56060_2k141_36757_1k141_36180_2k141_64422_1k141_1430_2k141_45591_2k141_4766_2k141_39016_1k141_52644_1k141_50030_1k141_216_2	29.0	41.0	206.98399999999998	45.837	94.0	20.0	60.0	129.0	43.0	0.0	0.0	16.0	26.0	145.0	42.0	29.0	67.0	65.437	0.0	51.0	129.0	59.0	58.914	570.0	12.0	0.0	44.297	0.0	0.0	20.0	81.0
K02032	k141_52024_1k141_28509_1k141_17846_1k141_20463_1k141_15918_1k141_5412_1k141_46969_1k141_9876_1k141_22645_1k141_18171_1k141_29892_1k141_15436_1k141_15235_1k141_50661_1k141_1432_1k141_4774_1k141_13415_1k141_49679_1k141_9505_2k141_17695_1k141_10581_1k141_26558_1k141_16662_1k141_25633_1k141_31490_1k141_4507_2k141_24832_1k141_14472_1k141_17294_1k141_28135_1k141_31616_1k141_15573_1k141_12317_1k141_10293_2k141_10293_3k141_29935_2k141_57625_1k141_56987_1k141_29283_1k141_33700_1k141_24154_1k141_21870_1k141_59595_1k141_18969_1k141_25886_1k141_19993_2k141_37369_1k141_9521_1k141_13329_1k141_44967_1k141_31712_1k141_2921_2k141_53605_1k141_51224_1k141_10042_1k141_27343_1k141_22124_1k141_49567_1k141_9420_2k141_46491_1k141_11561_1k141_13953_1k141_11476_2k141_58418_1k141_14781_1k141_41693_1k141_28555_1k141_38581_1k141_19854_2k141_5989_2k141_53768_1k141_30773_1k141_39676_1k141_60105_1k141_25320_1k141_47324_1k141_59979_1k141_56637_1k141_59521_1k141_7147_2k141_43254_1k141_55414_1k141_55414_2k141_28542_2k141_31991_1k141_41790_1k141_47103_1k141_58294_1k141_55000_1k141_46062_1k141_58911_1k141_50102_2k141_58668_1k141_63537_1k141_56060_1k141_56060_2k141_52809_1k141_36757_1k141_36180_2k141_64422_1k141_1430_2k141_45591_2k141_43711_1k141_39016_1k141_52644_1k141_50030_1k141_216_2k141_8997_3k141_63111_1k141_9869_2	67.49600000000001	186.458	178.875	110.837	108.0	25.401	90.721	132.86599999999999	0.0	86.691	0.0	75.0	56.693	257.0	72.69	24.0	104.338	173.934	0.0	127.753	197.577	113.90899999999999	133.958	940.572	63.442	15.0	55.297	37.0	27.0	30.343	71.646
K02033	k141_10985_1k141_31566_1k141_22959_1k141_8788_1k141_33941_1k141_6938_1k141_15088_1k141_30210_1k141_25367_1k141_45254_1k141_11712_1k141_7570_1k141_19102_1k141_17381_1k141_22969_1k141_45241_1k141_9261_1k141_10949_1k141_13251_1k141_10293_5k141_59225_1k141_34417_1k141_20537_1k141_1306_1k141_4151_1k141_10715_1k141_1086_1k141_19085_2k141_6043_1k141_64272_1k141_18094_1k141_22860_1k141_44684_1k141_23826_1k141_31429_1k141_22440_1k141_63908_1k141_35874_2k141_24659_2k141_22684_2k141_3316_1k141_22000_1k141_50458_1k141_37864_1k141_9900_2k141_50569_1k141_18560_1k141_10502_1k141_28019_1k141_60781_1k141_35188_1k141_16628_2k141_62921_1k141_12021_2k141_10304_2k141_64596_1k141_43294_1k141_28009_2k141_58816_1k141_30880_2k141_24200_2k141_47141_1k141_60904_1k141_2500_2k141_47811_1k141_24448_2k141_12338_2k141_1294_2k141_1394_2k141_58587_1k141_24663_2k141_9777_2k141_24853_2	12.189	44.05	112.0	49.0	44.141999999999996	65.0	34.0	5.605	21.0	262.985	26.0	17.0	29.0	90.0	18.0	16.0	39.0	76.537	139.689	34.0	165.473	98.11500000000001	45.353	0.0	19.0	32.0	29.789	1.0	0.0	28.0	70.0
K02034	k141_31566_1k141_15918_1k141_9204_1k141_9623_1k141_30210_1k141_46368_1k141_50661_1k141_8192_1k141_19202_1k141_30708_1k141_1825_1k141_15390_1k141_26408_1k141_11852_2k141_57512_1k141_13251_1k141_13251_2k141_12596_1k141_10293_4k141_15249_2k141_6126_1k141_4298_1k141_16553_1k141_1287_1k141_56479_1k141_25886_1k141_49284_1k141_33466_1k141_40003_1k141_16780_1k141_13328_2k141_31712_1k141_18687_2k141_44277_1k141_51605_1k141_24166_1k141_38961_1k141_45106_2k141_54874_1k141_51899_1k141_32554_1k141_15147_2k141_24956_2k141_63699_1k141_32062_1k141_33869_1k141_39009_1k141_37163_2k141_35615_1k141_50102_1k141_38307_1k141_12359_2k141_45591_2k141_50700_1k141_30278_2	38.052	20.0	66.0	36.0	73.0	16.0	24.0	52.0	0.0	0.0	0.0	0.0	30.0	64.0	41.844	19.0	106.0	75.339	111.0	0.0	76.0	63.0	59.0	438.0	0.0	0.0	25.0	89.0	50.0	13.0	27.358
K02035	k141_10724_1k141_13760_1k141_22353_1k141_18389_1k141_28855_1k141_712_1k141_40358_1k141_2023_1k141_30699_1k141_23326_1k141_2862_1k141_64595_1k141_25713_1k141_41840_1k141_51385_1k141_25348_1k141_62473_1k141_5998_1k141_16470_1k141_8753_1k141_17349_1k141_24529_1k141_21557_1k141_106_1k141_25454_1k141_9505_3k141_6583_1k141_12176_1k141_20105_1k141_14536_1k141_22602_1k141_6584_1k141_24380_1k141_41397_1k141_45132_1k141_1692_1k141_26558_1k141_4034_1k141_48520_1k141_1347_1k141_11729_1k141_10572_1k141_21078_1k141_27293_1k141_1217_1k141_47727_1k141_41254_1k141_8389_1k141_40836_1k141_27313_1k141_5358_1k141_33554_1k141_18500_2k141_13647_1k141_63277_1k141_44402_1k141_45532_1k141_49620_1k141_10695_1k141_27751_1k141_35984_1k141_9518_1k141_7527_1k141_12064_1k141_570_1k141_49603_1k141_11094_1k141_32811_1k141_11216_2k141_45774_1k141_23203_1k141_29247_1k141_40748_1k141_29355_1k141_54775_1k141_46594_1k141_41858_1k141_50048_1k141_16083_2k141_44394_1k141_59595_2k141_5713_1k141_34630_1k141_24803_1k141_16041_1k141_43353_1k141_1150_1k141_33263_1k141_25704_1k141_33338_1k141_26703_1k141_47756_1k141_31210_1k141_8941_1k141_60921_1k141_35874_1k141_35124_1k141_30848_1k141_12411_1k141_35640_1k141_30111_1k141_56992_1k141_26178_1k141_7877_2k141_4311_1k141_13735_1k141_22538_1k141_49378_1k141_51616_1k141_54256_1k141_35407_1k141_37858_1k141_13330_1k141_52481_1k141_43485_1k141_59806_1k141_61851_1k141_37842_1k141_40754_1k141_28172_1k141_45025_1k141_45226_1k141_49359_1k141_29913_1k141_52361_1k141_35268_1k141_12413_2k141_29706_1k141_41470_1k141_54736_1k141_64652_2k141_36047_1k141_52035_1k141_63861_1k141_55609_1k141_35774_2k141_56060_3k141_56060_4k141_59677_1k141_19956_2k141_58642_1k141_46108_1k141_57774_1k141_6677_2k141_58588_1k141_38485_2k141_63263_1k141_37803_1	0.0	0.0	44.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	714.0	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02036	k141_10569_1k141_25210_1k141_3223_2k141_37294_1k141_15670_1k141_15249_1k141_25606_1k141_33423_1k141_23556_1k141_22822_1k141_43106_1k141_13657_1k141_21751_1k141_20825_1k141_17678_1k141_43049_1k141_8864_2k141_10135_1k141_7449_2k141_35415_1k141_22539_2k141_44558_1k141_32473_2k141_38251_1k141_23430_1k141_11332_2k141_43805_2	67.0	0.0	106.339	330.734	199.527	32.516999999999996	44.656	118.797	137.0	179.0	0.0	46.0	54.0	34.0	57.0	85.0	118.0	104.755	0.0	120.0	137.0	77.939	104.787	5.0	49.532	46.0	71.158	22.0	10.0	124.975	134.275
K02037	k141_6504_1k141_24880_1k141_1989_1k141_1989_2k141_28550_1k141_8294_1k141_13070_1k141_4617_1k141_33137_1k141_36283_1k141_28005_1k141_16778_1k141_14407_2k141_119_1k141_24484_1k141_45577_1k141_8864_1k141_38047_1k141_14078_1k141_15775_2k141_24635_1k141_22466_2k141_25178_2k141_19802_2k141_20536_3k141_17107_2k141_30008_2k141_32473_1k141_17502_5k141_13673_2	122.0	12.0	92.0	339.0	110.0	67.0	40.0	179.0	110.0	238.0	0.0	24.0	7.0	13.0	81.0	63.0	71.956	47.0	0.0	0.0	44.0	52.68	58.706	396.0	55.0	16.0	75.0	59.0	42.0	176.835	179.214
K02038	k141_6504_1k141_1989_1k141_1989_2k141_28550_1k141_8294_1k141_12211_1k141_13070_1k141_4617_1k141_25023_1k141_33137_1k141_906_1k141_36283_1k141_28005_1k141_16778_1k141_14407_2k141_119_1k141_24484_1k141_45577_1k141_8864_1k141_33222_1k141_38047_1k141_40061_1k141_14078_1k141_15775_2k141_24635_1k141_2404_1k141_22466_2k141_25178_2k141_19802_2k141_20536_3k141_17107_2k141_30008_2k141_32473_1k141_15302_2k141_17502_5k141_13673_2	122.0	12.0	92.0	339.0	110.0	67.0	40.0	179.0	110.0	238.0	0.0	24.0	7.0	13.0	81.0	63.0	71.956	47.0	0.0	0.0	44.0	52.68	58.706	396.0	55.0	16.0	75.0	59.0	42.0	176.835	179.214
K02039	k141_29145_1k141_27912_1k141_15239_1k141_6571_1k141_41797_1k141_14383_1k141_45920_1k141_55159_1k141_39793_1k141_22539_3k141_28610_1k141_17473_1k141_8155_2k141_14438_2k141_24453_2k141_49148_1k141_38977_1k141_7855_2k141_7482_2	76.0	0.0	37.0	273.0	81.0	0.0	21.0	134.0	0.0	0.0	0.0	9.0	0.0	23.0	0.0	0.0	1.0	1.0	146.0	0.0	0.0	2.0	3.0	0.0	30.0	34.0	0.0	191.0	0.0	59.0	11.0
K02040	k141_7965_1k141_16168_1k141_34371_1k141_17387_1k141_7227_1k141_15078_1k141_30580_2k141_27699_1k141_11179_1k141_27349_2k141_59223_1k141_6183_2k141_42806_2k141_654_2k141_19069_1k141_43133_1k141_5115_1k141_23953_2k141_22462_1k141_11395_1k141_14252_2k141_49447_1k141_61076_1k141_20114_1k141_14087_1k141_39774_1k141_48694_1k141_25049_1k141_62847_1k141_6140_1k141_7278_1k141_54274_1k141_54222_1k141_29650_1k141_55807_1k141_55807_2k141_45846_1k141_36419_1k141_53622_1	200.476	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	1.0	0.0	231.0	0.0	0.0	0.0	3.435	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
K02041	k141_32393_1k141_15704_1k141_26721_1k141_21212_1k141_44133_1k141_45875_1k141_53050_1k141_5650_2k141_5286_2k141_17470_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
K02042	k141_20932_1k141_16255_1k141_10037_1k141_42002_1k141_35015_1k141_16551_1k141_52887_1k141_11071_2k141_16525_2k141_27590_1k141_2278_2k141_22585_2k141_1544_1k141_52219_2	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02043	k141_20444_1k141_40248_1k141_16170_1k141_195_2k141_32655_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02044	k141_6554_1k141_22618_1k141_44182_1k141_10748_1k141_14738_1k141_31470_1k141_42888_1k141_15474_1k141_18077_1k141_19500_1k141_5458_1k141_3088_1k141_26654_1k141_33241_1k141_18925_1k141_32417_1k141_14807_2k141_37165_1k141_44642_1k141_38318_1k141_23956_1k141_10263_1k141_6066_1k141_21035_2k141_7496_2k141_201_2k141_57975_1	3.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	2.0	0.0	0.0	0.0	0.0	0.0
K02045	k141_7704_1k141_35814_1k141_32698_1k141_51795_1k141_35360_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02046	k141_50896_1k141_9306_1k141_26383_2k141_32890_1k141_35562_1	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02047	k141_17294_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02048	k141_17612_1k141_15703_1k141_31925_1k141_36243_1k141_18805_1k141_30495_1k141_53041_2k141_47985_1k141_51365_1k141_54806_1k141_52712_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02049	k141_8666_1k141_13963_1k141_46005_1k141_9550_1k141_28075_1k141_20889_1k141_14945_2k141_18587_1k141_29778_1k141_10020_2k141_11223_2k141_11607_1k141_17514_1k141_18141_1k141_53588_2k141_30806_2k141_1942_2k141_43128_1k141_15761_2k141_38866_1k141_3059_5k141_21452_2	9.0	0.0	0.0	24.157	18.142	0.0	18.006	0.0	0.0	0.0	0.0	0.0	12.0	13.0	0.0	0.0	4.216	20.588	49.66	0.0	0.0	19.905	0.0	0.0	0.0	11.43	14.0	0.0	0.0	33.915	23.154
K02050	k141_11866_1k141_45468_1k141_19583_1k141_12905_1k141_22906_1k141_8568_1k141_18587_2k141_11668_1k141_14605_1k141_44530_1k141_29099_1k141_14690_2k141_41105_1k141_37471_1k141_57531_1k141_7902_2k141_39913_1k141_30390_2k141_15761_2k141_35157_1k141_38866_2k141_27551_2k141_19450_2	11.0	0.0	21.0	38.0	0.0	7.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0	39.0	24.554	372.0	0.0	48.0	67.0
K02051	k141_6771_1k141_3120_1k141_21566_1k141_1936_1k141_13560_1k141_21570_1k141_9499_1k141_32762_1k141_4032_1k141_1006_1k141_46452_1k141_15048_1k141_6459_1k141_21095_1k141_18587_3k141_13991_1k141_27882_1k141_47728_1k141_31706_1k141_23318_1k141_26937_1k141_46438_1k141_42718_2k141_50677_1k141_53376_1k141_22583_2k141_2701_2k141_43199_1k141_23669_2	19.0	0.0	78.0	46.0	11.0	0.0	8.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	12.0	82.0	1.0	17.0	130.0	82.0	0.0	64.0	146.0
K02052	k141_7223_1k141_10987_1k141_18239_2k141_30225_1k141_35601_1k141_24498_1k141_44893_1k141_30515_1k141_27758_1k141_37932_1k141_58003_1k141_52235_1k141_39376_1k141_46212_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02053	k141_20421_1k141_4058_1k141_19762_1k141_12395_1k141_10855_1k141_35601_2k141_36273_1k141_35456_1k141_35530_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02054	k141_9955_2k141_20477_1k141_40915_1k141_37436_1k141_61731_1k141_14869_2k141_19061_2k141_35530_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0
K02055	k141_19671_1k141_17035_1k141_45970_1k141_25937_1k141_3367_1k141_11737_1k141_9249_1k141_43314_1k141_10877_1k141_14178_1k141_25776_1k141_16656_1k141_18555_1k141_53773_1k141_501_2k141_15360_2k141_27758_2k141_35302_1k141_18562_2k141_40028_1k141_15834_2	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02056	k141_30120_1k141_43673_1k141_1294_1k141_28415_1k141_15044_1k141_14123_1k141_39373_1k141_54169_1k141_32681_1k141_10406_1k141_7437_1k141_112_1k141_13191_2k141_40730_1k141_11169_1k141_58344_2k141_24206_1k141_9427_2k141_3599_3k141_6972_2k141_11041_1k141_39337_2k141_41222_1k141_9829_2k141_2834_2k141_62004_1k141_62391_1k141_31357_1	29.0	40.0	179.0	94.0	66.0	16.0	6.0	104.0	65.0	0.0	0.0	0.0	54.0	37.0	34.0	12.0	16.0	28.0	0.0	0.0	225.0	35.0	30.0	237.0	8.0	0.0	36.0	78.0	44.0	29.0	90.0
K02057	k141_53091_1k141_141_1k141_9132_1k141_2890_1k141_51719_1k141_12031_1k141_8015_1k141_18226_1k141_1873_1k141_8282_1k141_28342_1k141_57800_1k141_9302_1k141_25313_1k141_25530_2k141_41091_1k141_3599_2k141_29501_1k141_61886_1k141_18344_2k141_1325_2k141_45957_2k141_5099_2k141_8856_2k141_4327_2k141_3159_2k141_40423_1k141_18622_2	9.0	0.0	49.0	0.0	11.0	22.0	0.0	0.0	0.0	143.0	0.0	0.0	11.0	76.0	0.0	0.0	0.0	3.0	0.0	0.0	12.951	2.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	4.0	2.204
K02058	k141_40019_1k141_52993_1k141_20239_1k141_19830_1k141_29732_1k141_26003_1k141_26003_2k141_46216_1k141_45305_1k141_39882_1k141_32708_1k141_41407_1k141_55901_1k141_52484_1k141_40503_1k141_32634_1k141_48886_1	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02062	k141_10987_1k141_48115_1k141_4049_1k141_2984_1k141_31118_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02063	k141_30041_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02064	k141_15149_1k141_20977_1k141_12086_1k141_32656_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02065	k141_13371_1k141_17571_1k141_7633_1k141_37916_1k141_10122_1k141_6766_2k141_39336_1k141_31704_2k141_59569_1k141_63938_1k141_60034_2k141_48693_1k141_3655_1k141_7594_2k141_34444_2	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02066	k141_30206_1k141_1063_1k141_27337_1k141_36971_1k141_366_1k141_9016_1k141_22843_1k141_48870_1k141_31704_1k141_40897_1k141_2440_1k141_43442_1k141_64752_1k141_36592_1k141_54671_1k141_36174_1k141_50580_1k141_52151_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02067	k141_22748_1k141_30543_1k141_16560_1k141_55266_1k141_5239_1k141_12829_1k141_11088_1k141_53541_1k141_18495_1k141_9016_2k141_37916_1k141_177_1k141_43855_1k141_40553_1k141_26500_1k141_45998_1k141_34570_1k141_36681_1k141_9832_1k141_43211_1k141_57550_1k141_33695_1k141_15633_2k141_43273_1k141_7594_2k141_41049_1k141_33054_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02068	k141_13878_1k141_10569_1k141_2860_1k141_17571_1k141_24228_1k141_22207_1k141_23556_1k141_8070_1k141_53248_1k141_32747_1k141_22168_1k141_47130_1k141_11607_1k141_21911_1k141_54392_1k141_23601_2k141_3655_1k141_32969_1k141_32473_2k141_38251_1k141_51315_1k141_11332_2k141_35606_1k141_3059_5k141_21452_2k141_32684_1k141_54895_1	26.0	0.0	63.339	140.891	118.669	28.517	22.662	41.797	137.0	179.0	0.0	46.0	66.0	25.0	57.0	85.0	122.216	125.34299999999999	49.66	120.0	137.0	97.844	93.787	5.0	35.532	11.43	85.158	22.0	10.0	76.88999999999999	152.429
K02069	k141_50710_1k141_33116_2k141_33646_2k141_31514_1k141_11226_2k141_54964_1	0.0	0.0	51.221	29.0	0.0	2.573	2.0	18.0	0.0	64.0	0.0	5.0	0.0	0.0	14.0	2.581	61.0	32.0	0.0	53.943	56.0	11.0	33.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	19.0
K02071	k141_11981_1k141_14226_1k141_776_1k141_5631_1k141_19006_2k141_23627_1k141_59250_1k141_28797_1k141_2246_2k141_54293_1k141_9474_2k141_46394_1k141_40674_1	304.777	11.127	114.0	35.0	27.0	24.0	7.0	35.0	30.0	50.0	0.0	17.0	0.0	33.0	18.0	1.0	51.0	107.0	1.0	86.208	222.0	67.0	68.535	257.0	0.0	0.0	50.0	56.0	0.0	2.209	40.0
K02072	k141_23014_1k141_7668_2k141_1400_1k141_16455_1k141_2830_1k141_12366_1k141_29989_2k141_38889_1k141_49565_1k141_59555_1k141_8440_2k141_10680_2k141_54293_2k141_55334_1	9.0	0.0	47.0	10.0	13.0	16.279	1.0	29.0	0.0	0.0	0.0	13.0	25.0	21.0	75.0	3.0	71.0	25.0	0.0	0.0	134.0	36.0	18.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	5.0
K02073	k141_4692_1k141_22477_1k141_12435_1k141_20567_1k141_16455_1k141_14020_1k141_41579_1k141_56315_1k141_11168_1k141_2256_1k141_29989_2k141_34252_1k141_19566_1k141_41292_1k141_38379_1k141_4467_2k141_41639_1k141_47828_1k141_49242_1k141_19040_2k141_55334_1	7.741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02074	k141_19541_2k141_22809_2k141_53190_1k141_11607_1k141_11190_2k141_26067_1k141_12965_2k141_57963_1k141_31041_3k141_39038_2k141_3059_5k141_21452_2k141_18054_2	27.0	0.0	0.0	24.157	18.142	0.0	10.006	0.0	0.0	0.0	0.0	0.0	12.0	124.0	0.0	0.0	4.216	20.588	49.66	0.0	0.0	19.905	0.0	0.0	0.0	11.43	14.0	0.0	0.0	10.915	23.154
K02075	k141_31896_1k141_26672_1k141_401_1k141_13453_1k141_2287_1k141_25782_1k141_17485_1k141_19967_2k141_33843_1k141_37706_1k141_11190_3k141_11190_4k141_12965_3k141_3366_2	27.0	31.0	60.0	144.0	18.0	78.0	29.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	130.0	0.0	14.0	62.0
